rew_mean_NSN,retstd_NSN,eplen,ups,advstd_NSN,vpredstd_NSN,eprew_recent,retstd_IDN,advstd_IDN,loss,retmean_IDN,n_updates,rew_mean_IDN,vfn_loss,vpredstd_IDN,retmean_NSN,vpredmean_IDN,idn_pg_loss,epcount,best_ext_ret,tcount,ext_reward,eprew,vpredmean_NSN,total_secs,tps,metric,ext_reward_std,advmean_NSN,advmean_IDN
0.15234375,0.3076954,5.69,19.89896574627574,0.15730953,0.28579882,0.8210526315789474,0.32837176,0.29403484,-0.18586314997325343,-12.185043,505,-0.14422297,0.05672635448475678,0.13858046,15.322601,-12.119598,-0.18586314997325343,44067.0,1.0,268734.0,0.15234375,0.83,15.270758,25.90000081062317,10188.270462093178,0.14422295801341536,0.35935378074645996,0.051843084,-0.065444574
0.15039062,0.30806077,5.67,19.58481703017823,0.16789031,0.28179538,0.8020833333333334,0.3583125,0.31485713,-0.1848934000978867,-12.185944,506,-0.14741862,0.06384776998311281,0.13704228,15.372053,-12.168398,-0.1848934000978867,44163.0,1.0,269277.0,0.150390625,0.81,15.324736,25.95106077194214,10027.426319451253,0.14741862068573633,0.3574538826942444,0.047317773,-0.01754627
0.15820312,0.30450004,5.73,19.922311466610935,0.1379813,0.283178,0.8404255319148937,0.26433226,0.22340603,-0.19652440880114833,-12.232862,507,-0.13614002,0.03559888045613964,0.1338838,15.447163,-12.189598,-0.19652440880114833,44257.0,1.0,269814.0,0.158203125,0.85,15.384237,26.001255750656128,10200.223470904799,0.13614002739389738,0.3649313449859619,0.0629257,-0.04326339
0.1484375,0.31537163,5.8,20.106151250191747,0.18862626,0.27761203,0.8260869565217391,0.4599367,0.40065098,-0.17655221621195472,-12.29719,508,-0.15320541,0.09948971510554355,0.1409243,15.46908,-12.229405,-0.17655221621195472,44349.0,1.0,270346.0,0.1484375,0.84,15.447212,26.050991773605347,10294.349440098174,0.15320541461308795,0.35553312301635737,0.02186621,-0.06778546
0.16015625,0.31011462,5.82,19.479126707318773,0.15313207,0.2806449,0.8541666666666666,0.26225418,0.20765881,-0.14384822671612105,-12.268521,509,-0.13535821,0.03325419360771775,0.13844585,15.512819,-12.2585125,-0.14384822671612105,44445.0,1.0,270904.0,0.16015625,0.86,15.50082,26.102328777313232,9973.312874147212,0.13535821934541067,0.3667508959770203,0.011998121,-0.010008058
0.15625,0.31667805,5.7,19.615500453639875,0.17132705,0.27470553,0.8229166666666666,0.7755204,0.76132566,-0.05870523986717065,-12.30344,510,-0.14278598,0.30463395702342194,0.1412124,15.518721,-12.277555,-0.05870523986717065,44541.0,1.0,271450.0,0.15625,0.83,15.5215,26.153308868408203,10043.136232263616,0.14278597322603068,0.3630921840667725,-0.002781197,-0.02588423
0.15039062,0.31565607,5.69,20.03488894196322,0.17171597,0.2684115,0.8085106382978723,0.86102426,0.8469424,-0.0778512751373152,-12.382629,511,-0.14691296,0.37682476205130416,0.13701276,15.51701,-12.291419,-0.0778512751373152,44635.0,1.0,271983.0,0.150390625,0.82,15.525282,26.203221797943115,10257.863138285169,0.14691296406090257,0.3574538826942444,-0.00827123,-0.091209814
0.15820312,0.30691832,5.73,20.071801497858495,0.14143682,0.26655093,0.8617021276595744,0.4870395,0.467895,-0.11128801045318445,-12.282138,512,-0.12276702,0.12081438489258288,0.12986799,15.559851,-12.323441,-0.11128801045318445,44729.0,1.0,272520.0,0.158203125,0.87,15.545185,26.253042936325073,10276.76236690355,0.12276701567073661,0.3649313449859619,0.014665507,0.04130334
0.15429688,0.30951715,5.69,19.97848919458324,0.14857751,0.26342097,0.8229166666666666,0.47161192,0.45026314,-0.11769948496172826,-12.315018,513,-0.12607348,0.11244487203657628,0.12916435,15.5443,-12.331681,-0.11769948496172826,44825.0,1.0,273065.0,0.154296875,0.83,15.547966,26.303096771240234,10228.986467626619,0.12607347778975964,0.3612330853939056,-0.0036647853,0.016662512
0.15820312,0.31890085,5.81,20.028000878608744,0.17022769,0.26313877,0.84375,0.53942627,0.50301033,-0.1635916829109192,-12.347011,514,-0.15122643,0.14129075470070046,0.13233444,15.531353,-12.328197,-0.1635916829109192,44921.0,1.0,273622.0,0.158203125,0.85,15.550428,26.353026866912842,10254.336449847677,0.1512264373401801,0.3649313449859619,-0.019075604,-0.018814418
0.1484375,0.30928966,5.55,19.915973409306744,0.15995237,0.26092392,0.7872340425531915,0.40822178,0.3796034,-0.12721878961504746,-12.17955,515,-0.12475471,0.09337785591681799,0.1289009,15.555561,-12.31978,-0.12721878961504746,45015.0,1.0,274141.0,0.1484375,0.8,15.529917,26.40323781967163,10196.978385565053,0.12475471136470637,0.35553312301635737,0.025644429,0.14023118
0.16210938,0.31073987,5.8,19.799208844327374,0.1457775,0.2675207,0.8829787234042553,0.6682898,0.6461333,-0.08644515128495793,-12.158791,516,-0.12627143,0.22314597107470036,0.13030884,15.525013,-12.273895,-0.08644515128495793,45109.0,1.0,274685.0,0.162109375,0.89,15.524859,26.453744888305664,10137.194928295616,0.126271432886521,0.36855110526084905,0.0001542638,0.11510602
0.1640625,0.31597438,5.86,19.983629286234976,0.15688623,0.2650545,0.8829787234042553,0.76105297,0.7339347,-0.11065567967792352,-12.029744,517,-0.11617404,0.2915052187939485,0.13254443,15.499432,-12.205515,-0.11065567967792352,45203.0,1.0,275235.0,0.1640625,0.89,15.5055485,26.503785848617554,10231.618194552308,0.11617404719193776,0.37033227086067205,-0.0061169122,0.17577006
0.15429688,0.31283137,5.67,19.95292326720898,0.16465327,0.256178,0.8297872340425532,0.66565,0.6481553,-0.09603465969363847,-11.970911,518,-0.11087741,0.22878799090782806,0.13260555,15.448246,-12.110788,-0.09603465969363847,45297.0,1.0,275766.0,0.154296875,0.84,15.451379,26.553903818130493,10215.896712810998,0.11087740523119768,0.3612330853939056,-0.0031326013,0.13987681
0.16210938,0.31326374,5.76,20.243756938076164,0.15250392,0.2576955,0.8723404255319149,0.61657834,0.60752845,-0.0934311511615912,-11.911066,519,-0.11379505,0.20005573829015097,0.1299249,15.425822,-12.027754,-0.0934311511615912,45391.0,1.0,276306.0,0.162109375,0.88,15.42013,26.603301763534546,10364.803552294996,0.11379504514237247,0.36855110526084905,0.005691562,0.11668749
0.15039062,0.3081936,5.65,20.191424321344844,0.16239569,0.25479704,0.8105263157894737,0.48173073,0.47691038,-0.06213568554570277,-11.669912,520,-0.07999773,0.15463153521219888,0.13521072,15.389082,-11.952356,-0.06213568554570277,45486.0,1.0,276841.0,0.150390625,0.82,15.386844,26.652827739715576,10338.00925252856,0.07999772857874632,0.3574538826942444,0.0022375733,0.28244492
0.16015625,0.31140444,5.74,20.02006634686523,0.1527678,0.2566278,0.8541666666666666,0.69463736,0.68464684,-0.09262535581365228,-11.751419,521,-0.105898276,0.24816392113765076,0.1323373,15.339861,-11.833366,-0.09262535581365228,45582.0,1.0,277391.0,0.16015625,0.86,15.3388,26.70277762413025,10250.273969594999,0.10589826852083205,0.3667508959770203,0.0010590968,0.081947766
0.16015625,0.31454784,5.71,20.11492588134301,0.1603524,0.26336053,0.8541666666666666,0.48699462,0.4904885,-0.06556411087512971,-11.400917,522,-0.07875715,0.17539971818526587,0.13578595,15.2982235,-11.739119,-0.06556411087512971,45678.0,1.0,277938.0,0.16015625,0.86,15.307068,26.75249195098877,10298.84205124762,0.07875715599705777,0.3667508959770203,-0.00884313,0.33819914
0.15625,0.31653723,5.69,20.08564272750346,0.17622584,0.26474854,0.8333333333333334,0.57164156,0.5732986,-0.06689745110149184,-11.331085,523,-0.079040036,0.20240268111228943,0.1406476,15.223236,-11.606597,-0.06689745110149184,45774.0,1.0,278483.0,0.15625,0.84,15.2346115,26.802278757095337,10283.84907648177,0.0790400290861726,0.3630921840667725,-0.0113759525,0.2755124
0.16015625,0.32114616,5.72,20.06056953731072,0.18145712,0.26543808,0.8526315789473684,0.68311197,0.68761456,-0.06806791329290718,-11.261335,524,-0.08363156,0.2608758819599946,0.13762854,15.156328,-11.436641,-0.06806791329290718,45869.0,1.0,279025.0,0.16015625,0.86,15.15671,26.85212779045105,10271.011603103088,0.08363155617068212,0.3667508959770203,-0.0003822185,0.17530489
0.15234375,0.31806597,5.67,19.916257116673076,0.18192646,0.2642515,0.8210526315789474,0.7892496,0.7865417,-0.0837216471748737,-11.209939,525,-0.10021892,0.3298729459444682,0.14166449,15.119484,-11.333801,-0.0837216471748737,45964.0,1.0,279562.0,0.15234375,0.83,15.112614,26.9023380279541,10197.123643736615,0.10021892252067724,0.35935378074645996,0.006870599,0.123862036
0.16210938,0.31744778,5.67,19.88556907292743,0.1571118,0.27070755,0.8541666666666666,0.82213956,0.8228999,-0.06100627438475689,-11.003619,526,-0.078864396,0.3741895096997421,0.1322828,15.113702,-11.252296,-0.06100627438475689,46060.0,1.0,280105.0,0.162109375,0.86,15.087463,26.95262575149536,10181.411365338845,0.07886440058549246,0.36855110526084905,0.026239693,0.24867615
0.15625,0.3213842,5.74,19.374928977600806,0.1872052,0.264614,0.8404255319148937,0.7063179,0.7010038,-0.07821088035901387,-10.944538,527,-0.09137961,0.2764071896672249,0.14222448,15.05411,-11.149634,-0.07821088035901387,46154.0,1.0,280643.0,0.15625,0.85,15.05028,27.004238843917847,9919.963636531613,0.09137961144248644,0.3630921840667725,0.0038295183,0.20509656
0.15234375,0.31686613,5.68,19.008166483880032,0.18200271,0.26227263,0.8210526315789474,0.7019111,0.7000502,-0.07883585477247834,-10.841843,528,-0.08439266,0.27385108172893524,0.14067806,15.011536,-11.038738,-0.07883585477247834,46249.0,1.0,281181.0,0.15234375,0.83,15.004005,27.05684781074524,9732.181239746576,0.08439265719304483,0.35935378074645996,0.007529896,0.19689515
0.16210938,0.32278,5.77,19.655210549499987,0.17630379,0.2675368,0.8631578947368421,0.66500676,0.6651965,-0.07119550672359765,-10.707311,529,-0.079416454,0.2536105997860432,0.13623148,14.988446,-10.932516,-0.07119550672359765,46344.0,1.0,281728.0,0.162109375,0.87,14.9711075,27.107724905014038,10063.467801343993,0.07941644731909037,0.36855110526084905,0.017339068,0.22520654
0.15039062,0.3156067,5.65,17.252984294916622,0.1842328,0.2656488,0.8105263157894737,0.54178554,0.54313844,-0.06998089949289957,-10.479115,530,-0.06759414,0.2059391289949417,0.14614786,14.931046,-10.828707,-0.06998089949289957,46439.0,1.0,282263.0,0.150390625,0.82,14.92659,27.165685892105103,8833.52795899731,0.06759413549055655,0.3574538826942444,0.004455794,0.34959358
0.16015625,0.32662803,5.79,18.593915965492478,0.19588107,0.2721772,0.8526315789473684,0.71858263,0.712624,-0.07441378353784482,-10.403734,531,-0.07760556,0.2926418073475361,0.14687297,14.880355,-10.658371,-0.07441378353784482,46534.0,1.0,282812.0,0.16015625,0.86,14.871174,27.21946692466736,9520.084974332149,0.0776055660098791,0.3667508959770203,0.0091805905,0.25463638
0.15625,0.32902652,5.72,18.435285585565786,0.20785855,0.2741459,0.8387096774193549,0.83658475,0.83144885,-0.09114835473398367,-10.328094,532,-0.10030158,0.3759980040291946,0.15156396,14.837565,-10.499213,-0.09114835473398367,46627.0,1.0,283342.0,0.15625,0.85,14.831453,27.27371072769165,9438.866219809683,0.10030157553652921,0.3630921840667725,0.0061122198,0.17111984
0.15039062,0.32600382,5.69,18.422330075765895,0.21380801,0.27710938,0.8191489361702128,0.96378124,0.9624915,-0.09264184969166915,-10.47738,533,-0.12414627,0.48923872659603757,0.15606214,14.835567,-10.393417,-0.09264184969166915,46721.0,1.0,283875.0,0.150390625,0.83,14.813051,27.3279926776886,9432.232998792138,0.124146260942022,0.3574538826942444,0.022516139,-0.08396341
0.16601562,0.33002293,5.79,18.39954026417263,0.18805896,0.2911339,0.8842105263157894,1.0551264,1.056497,-0.08085145322062695,-10.47161,534,-0.118317336,0.5765414362152418,0.14108504,14.891968,-10.383113,-0.08085145322062695,46816.0,1.0,284424.0,0.166015625,0.89,14.854182,27.382341861724854,9420.564615256386,0.11831734081109366,0.3720946609973908,0.037787817,-0.08849715
0.15039062,0.32008627,5.63,18.62611908483729,0.18399665,0.2888144,0.8085106382978723,0.7633147,0.75915617,-0.1175525967652599,-10.617021,535,-0.14049649,0.31130435441931087,0.14674373,14.949101,-10.45846,-0.1175525967652599,46910.0,1.0,284951.0,0.150390625,0.82,14.9185505,27.43602991104126,9536.572971436692,0.1404965010782083,0.3574538826942444,0.030550346,-0.15855983
0.15820312,0.3142765,5.69,18.473366630550636,0.15276676,0.29286182,0.8421052631578947,0.8824376,0.88195294,-0.11175950608837108,-10.905396,536,-0.16569984,0.43842885270714754,0.1351827,15.041665,-10.556124,-0.11175950608837108,47005.0,1.0,285490.0,0.158203125,0.85,14.995018,27.490161895751953,9458.363714841926,0.16569984207550684,0.3649313449859619,0.04664708,-0.34927237
0.16015625,0.3119418,5.7,18.556321920444542,0.13990596,0.30112904,0.8631578947368421,0.35253727,0.3435171,-0.15961900500891107,-10.920158,537,-0.13752867,0.07504485330233972,0.12682469,15.149669,-10.729659,-0.15961900500891107,47100.0,1.0,286030.0,0.16015625,0.87,15.102119,27.54405188560486,9500.836823267606,0.13752867281436923,0.3667508959770203,0.047548573,-0.190499
0.15039062,0.30632123,5.61,18.5120138410748,0.1427311,0.29809615,0.8020833333333334,0.67219156,0.6615139,-0.08629303425550461,-11.103226,538,-0.14872408,0.24013677875821784,0.12344396,15.245508,-10.901792,-0.08629303425550461,47196.0,1.0,286567.0,0.150390625,0.81,15.185274,27.598070859909058,9478.151086630298,0.14872406919797262,0.3574538826942444,0.06023452,-0.201433
0.15039062,0.3037002,5.65,18.586994478369924,0.14334436,0.30360055,0.8020833333333334,0.2522526,0.21829581,-0.17661654778445757,-11.103292,539,-0.13261643,0.034895732533186674,0.12529883,15.343502,-11.032053,-0.17661654778445757,47292.0,1.0,287108.0,0.150390625,0.81,15.272163,27.651871919631958,9516.541172925401,0.1326164367298285,0.3574538826942444,0.07133672,-0.07123959
0.15429688,0.30189115,5.63,16.10728192996874,0.13805726,0.30239123,0.8229166666666666,1.0322102,1.0273879,-0.07943661216025551,-11.342279,540,-0.14798352,0.5518558717643222,0.12564713,15.420851,-11.119793,-0.07943661216025551,47388.0,1.0,287647.0,0.154296875,0.83,15.353645,27.713955640792847,8246.928348143994,0.14798351749777794,0.3612330853939056,0.06720569,-0.2224858
0.15039062,0.3058825,5.74,15.84502168427097,0.1456969,0.29858735,0.8020833333333334,0.3263525,0.28204963,-0.18667173579645654,-11.348858,541,-0.14818747,0.05306286923587322,0.12738858,15.509714,-11.228188,-0.18667173579645654,47484.0,1.0,288197.0,0.150390625,0.81,15.463823,27.777066946029663,8112.6511023467365,0.14818748335043588,0.3574538826942444,0.04589187,-0.12067087
0.1484375,0.30601498,5.68,16.69893140955202,0.1498627,0.29515132,0.7916666666666666,0.26753238,0.21374364,-0.14874730445444587,-11.428054,542,-0.14196831,0.035519873257726424,0.12668788,15.578798,-11.345071,-0.14874730445444587,47580.0,1.0,288741.0,0.1484375,0.8,15.54269,27.83695101737976,8549.852881690635,0.14196831236282986,0.35553312301635737,0.036108926,-0.0829823
0.15820312,0.30929735,5.75,16.788968277794456,0.14224775,0.29664811,0.84375,0.28302917,0.23290114,-0.16464185093839964,-11.491223,543,-0.13904397,0.038717984997977815,0.1251687,15.621108,-11.41127,-0.16464185093839964,47676.0,1.0,289292.0,0.158203125,0.85,15.604797,27.89651393890381,8595.951758230762,0.13904396817088127,0.3649313449859619,0.016311636,-0.079953656
0.1484375,0.30798957,5.59,17.362685763960755,0.14996354,0.2875153,0.7916666666666666,0.7007776,0.6819234,-0.0662593257923921,-11.592418,544,-0.14986816,0.24908327078446746,0.12427316,15.646227,-11.4638195,-0.0662593257923921,47772.0,1.0,289827.0,0.1484375,0.8,15.628742,27.954108715057373,8889.695111147907,0.1498681517938773,0.35553312301635737,0.017484808,-0.12859717
0.1640625,0.31074873,5.79,17.705703068934948,0.14149849,0.296894,0.875,0.29483554,0.24023126,-0.18837587411204976,-11.666346,545,-0.14326291,0.04416420465956132,0.12572056,15.684494,-11.532888,-0.18837587411204976,47868.0,1.0,290382.0,0.1640625,0.88,15.683708,28.010587692260742,9065.319971294693,0.14326291407148042,0.37033227086067205,0.00078510167,-0.13345695
0.15234375,0.30489093,5.62,17.185051645654678,0.14860429,0.2919059,0.8125,0.23696014,0.17387936,-0.13048900795790053,-11.667019,546,-0.13648473,0.026769723898420732,0.12631638,15.73259,-11.607487,-0.13048900795790053,47964.0,1.0,290920.0,0.15234375,0.82,15.7116375,28.068777799606323,8798.746442575195,0.13648472726345062,0.35935378074645996,0.020952236,-0.059532903
0.15234375,0.30136642,5.64,17.92460587101544,0.13546732,0.28599745,0.8125,0.31897667,0.27065346,-0.1801614350018402,-11.752437,547,-0.14200549,0.048455878471334764,0.12533346,15.775726,-11.660036,-0.1801614350018402,48060.0,1.0,291460.0,0.15234375,0.82,15.743934,28.12456703186035,9177.398205959906,0.1420054882764816,0.35935378074645996,0.031791322,-0.09240116
0.15625,0.3090646,5.78,16.7317057603319,0.1394538,0.28638428,0.8333333333333334,0.3980202,0.35096264,-0.18935534986667335,-11.843984,548,-0.16055748,0.07636770388732354,0.12484051,15.817004,-11.717323,-0.18935534986667335,48156.0,1.0,292014.0,0.15625,0.84,15.811016,28.18433380126953,8566.633349289932,0.16055747121572495,0.3630921840667725,0.005989534,-0.12666114
0.15234375,0.31165215,5.7,17.998523833227484,0.14172171,0.28312507,0.8085106382978723,0.26858172,0.2149845,-0.12888700507270792,-11.793256,549,-0.1349465,0.03320114299034079,0.12529327,15.859352,-11.781158,-0.12888700507270792,48250.0,1.0,292548.0,0.15234375,0.82,15.85428,28.239893913269043,9215.244202612472,0.13494648473958173,0.35935378074645996,0.005071504,-0.012096337
0.16015625,0.31486574,5.82,16.91360732950513,0.14085153,0.2854583,0.8709677419354839,0.6813023,0.65695864,-0.11234438605606556,-11.823214,550,-0.14982164,0.22549489513039586,0.12653503,15.857985,-11.812733,-0.11234438605606556,48343.0,1.0,293088.0,0.16015625,0.88,15.8676815,28.299017906188965,8659.766952706626,0.1498216576874256,0.3667508959770203,-0.009697191,-0.010480281
0.15625,0.30895847,5.71,18.478901038867203,0.13350213,0.28087226,0.8421052631578947,0.5437076,0.51175,-0.1340048001923909,-11.901192,551,-0.14658111,0.14294829902549586,0.12635568,15.835872,-11.813519,-0.1340048001923909,48438.0,1.0,293629.0,0.15625,0.85,15.8520775,28.35313367843628,9461.197331900008,0.14658110837141672,0.3630921840667725,-0.016205518,-0.08767219
0.16210938,0.31178084,5.75,18.12608688136355,0.13373691,0.28237832,0.8645833333333334,0.42588893,0.3869514,-0.14286958084752163,-11.962557,552,-0.14417897,0.08870925443867841,0.12764685,15.835603,-11.844411,-0.14286958084752163,48534.0,1.0,294180.0,0.162109375,0.87,15.864271,28.408302783966064,9280.556483258137,0.14417896792292598,0.36855110526084905,-0.028666865,-0.118146524
0.15429688,0.30691123,5.59,19.419692381772556,0.13575424,0.27907678,0.8229166666666666,0.29510084,0.24469635,-0.1429708288051188,-11.905027,553,-0.13363954,0.039149542183925704,0.12831576,15.855553,-11.897435,-0.1429708288051188,48630.0,1.0,294715.0,0.154296875,0.83,15.861083,28.459796905517578,9942.882499467549,0.13363954424858093,0.3612330853939056,-0.0055288435,-0.0075924797
0.15429688,0.3066915,5.67,19.716097492185114,0.1321495,0.27833384,0.8229166666666666,0.30238673,0.25494546,-0.13683259145667157,-11.938288,554,-0.13102514,0.041321932493398585,0.12786679,15.840927,-11.922676,-0.13683259145667157,48726.0,1.0,295258.0,0.154296875,0.83,15.852533,28.51051688194275,10094.641915998778,0.1310251448303461,0.3612330853939056,-0.01160601,-0.015611903
0.16210938,0.3067225,5.72,19.946091439115094,0.122223385,0.27902207,0.8645833333333334,1.0080131,0.995369,-0.03466765272120634,-11.996126,555,-0.13352951,0.5047378521412611,0.12699556,15.850583,-11.931274,-0.03466765272120634,48822.0,1.0,295806.0,0.162109375,0.87,15.853533,28.560652017593384,10212.398816826928,0.13352951655785242,0.36855110526084905,-0.0029500215,-0.06485011
0.15234375,0.31862625,5.76,19.990486857469676,0.1443933,0.27332795,0.8210526315789474,0.62546647,0.59825647,-0.15884454548358917,-12.004497,556,-0.15189403,0.1903934217989445,0.12495074,15.830389,-11.957403,-0.15884454548358917,48917.0,1.0,296352.0,0.15234375,0.83,15.857011,28.610675811767578,10235.129271024474,0.15189403171340626,0.35935378074645996,-0.026622508,-0.047093607
0.15625,0.3124993,5.74,19.352401341743068,0.12424838,0.2719559,0.8315789473684211,0.42581737,0.41028816,-0.09477470365042487,-11.801144,557,-0.10383914,0.1046730764210224,0.122427195,15.851313,-11.982875,-0.09477470365042487,49012.0,1.0,296896.0,0.15625,0.84,15.863747,28.662348985671997,9908.42948697245,0.10383913914362589,0.3630921840667725,-0.012433011,0.18173172
0.15234375,0.30610394,5.63,19.612840476023475,0.11927079,0.26737154,0.8210526315789474,0.49191216,0.47810915,-0.0831031430279836,-11.697115,558,-0.10053824,0.13512859928111234,0.12062047,15.783326,-11.90834,-0.0831031430279836,49107.0,1.0,297429.0,0.15234375,0.83,15.789209,28.71333599090576,10041.77432372402,0.10053823764125507,0.35935378074645996,-0.005882822,0.2112261
0.16210938,0.30872372,5.76,19.98372449806085,0.11494768,0.26915157,0.8645833333333334,0.53700686,0.52909565,-0.07383099958921474,-11.499018,559,-0.08858602,0.16946550769110522,0.1172615,15.720543,-11.778953,-0.07383099958921474,49203.0,1.0,297981.0,0.162109375,0.87,15.733284,28.763376712799072,10231.666943007156,0.08858602866530418,0.36855110526084905,-0.01274053,0.27993292
0.15625,0.31420508,5.72,19.968407070798442,0.13439494,0.26132044,0.8333333333333334,0.59822303,0.58982325,-0.08210550978158909,-11.365211,560,-0.09551593,0.19934279347459471,0.11819287,15.620064,-11.618672,-0.08210550978158909,49299.0,1.0,298529.0,0.15625,0.84,15.649557,28.813455820083618,10223.824420248802,0.09551592667897542,0.3630921840667725,-0.029493494,0.25346205
0.15429688,0.31226456,5.66,19.89330297856194,0.1338531,0.2556032,0.8229166666666666,0.8592449,0.8464429,-0.09544225115678273,-11.511608,561,-0.1272953,0.3707285424073537,0.11773813,15.5463295,-11.448824,-0.09544225115678273,49395.0,1.0,299071.0,0.154296875,0.83,15.562053,28.86372399330139,10185.371125023714,0.12729528111716112,0.3612330853939056,-0.015724532,-0.062783286
0.15429688,0.3134873,5.6,16.13007729877322,0.1350981,0.26564267,0.8125,1.2026397,1.201885,-0.06555996338526407,-11.525852,562,-0.1318124,0.734572603056828,0.11874045,15.542173,-11.415148,-0.06555996338526407,49491.0,1.0,299607.0,0.154296875,0.82,15.549801,28.92571997642517,8258.599576971888,0.13181239801148575,0.3612330853939056,-0.007628154,-0.11070344
0.15820312,0.30797118,5.71,18.441364755539922,0.11009027,0.27480817,0.8526315789473684,0.6089909,0.599537,-0.08589212805964054,-11.341735,563,-0.09915368,0.1946754033366839,0.11468711,15.591711,-11.47542,-0.08589212805964054,49586.0,1.0,300148.0,0.158203125,0.86,15.580112,28.97994589805603,9441.97875483644,0.09915367824335894,0.3649313449859619,0.011598047,0.13368517
0.15234375,0.3068705,5.66,19.729359524347107,0.11214056,0.27040166,0.8125,0.664529,0.64899844,-0.1100867916829884,-11.368379,564,-0.1128681,0.21925348788499832,0.11308143,15.566269,-11.459042,-0.1100867916829884,49682.0,1.0,300690.0,0.15234375,0.82,15.550645,29.03063178062439,10101.432076465719,0.11286810599267483,0.35935378074645996,0.015623982,0.090662934
0.1640625,0.30923626,5.75,19.50303870100763,0.10702161,0.2762395,0.8736842105263158,0.51360554,0.50803345,-0.07340013670424621,-11.174674,565,-0.081655264,0.15122782687346142,0.11182283,15.559352,-11.39397,-0.07340013670424621,49777.0,1.0,301235.0,0.1640625,0.88,15.544897,29.081905841827393,9985.555814915906,0.08165526452163854,0.37033227086067205,0.0144548295,0.2192961
0.15429688,0.3095399,5.69,19.239308829532998,0.123278074,0.27023345,0.8315789473684211,0.55457866,0.54535055,-0.07960452791303396,-11.015485,566,-0.082963385,0.17978385711709657,0.114571124,15.508744,-11.289957,-0.07960452791303396,49872.0,1.0,301774.0,0.154296875,0.84,15.503889,29.133882761001587,9850.526120720895,0.08296338189393282,0.3612330853939056,0.004854334,0.27447286
0.16210938,0.3249857,5.84,19.25449996557027,0.15147692,0.26890165,0.8617021276595744,0.82344526,0.8044264,-0.12233736383495852,-11.07124,567,-0.12611124,0.3364207595586777,0.118692115,15.443661,-11.134451,-0.12233736383495852,49966.0,1.0,302322.0,0.162109375,0.87,15.446747,29.185818672180176,9858.30398237198,0.12611122615635395,0.36855110526084905,-0.003087277,0.06321003
0.1484375,0.31045383,5.62,19.728524324909102,0.13930364,0.2671098,0.8064516129032258,0.5664614,0.56382024,-0.06240344916780789,-10.768503,568,-0.07428995,0.1964621419707934,0.118661486,15.4336,-11.047485,-0.06240344916780789,50059.0,1.0,302842.0,0.1484375,0.82,15.422685,29.236506700515747,10101.00445435346,0.07428994712730248,0.35553312301635737,0.010915214,0.27898398
0.16015625,0.3137625,5.78,19.682327545753168,0.13696246,0.27429122,0.8631578947368421,0.57500273,0.571154,-0.05922324738154809,-10.65862,569,-0.071224764,0.19250056520104408,0.11915665,15.382273,-10.926875,-0.05922324738154809,50154.0,1.0,303390.0,0.16015625,0.87,15.376757,29.28731369972229,10077.351703425622,0.07122476057459912,0.3667508959770203,0.0055155028,0.26825485
0.15429688,0.32335928,5.7,19.81960458171096,0.1624936,0.26899672,0.8229166666666666,1.1661006,1.1570145,-0.0661530970246531,-10.645479,570,-0.107607216,0.6851999536156654,0.124814056,15.295089,-10.76775,-0.0661530970246531,50250.0,1.0,303936.0,0.154296875,0.83,15.306845,29.33776879310608,10147.63754583601,0.10760721440116565,0.3612330853939056,-0.01175712,0.122271195
0.15429688,0.31210855,5.65,19.990391581194952,0.14056335,0.26098436,0.8229166666666666,0.67992914,0.6830813,-0.05634114627415936,-10.435921,571,-0.071122706,0.2591630319754283,0.121795855,15.286569,-10.658726,-0.05634114627415936,50346.0,1.0,304477.0,0.154296875,0.83,15.2705345,29.387792825698853,10235.080489571816,0.07112270904084046,0.3612330853939056,0.016035043,0.2228053
0.1640625,0.31752977,5.76,19.923068519178244,0.13764483,0.2652833,0.875,0.8404876,0.84101963,-0.08547358168289064,-10.526081,572,-0.106027976,0.3637079708278179,0.12123322,15.272036,-10.550357,-0.08547358168289064,50442.0,1.0,305029.0,0.1640625,0.88,15.259941,29.43798589706421,10200.611081819261,0.10602797785152993,0.37033227086067205,0.012092773,0.02427623
0.14453125,0.31510425,5.62,19.76552640631848,0.15694036,0.26785818,0.7789473684210526,0.837737,0.8262432,-0.12300740065984428,-10.457021,573,-0.12807794,0.3541745096445084,0.12928943,15.257979,-10.509202,-0.12300740065984428,50537.0,1.0,305561.0,0.14453125,0.79,15.257975,29.488579034805298,10119.949520035061,0.12807794411977133,0.3516275882720947,5.1464885e-06,0.052180745
0.16210938,0.31311756,5.75,19.543569122094187,0.1316152,0.28780457,0.8645833333333334,0.6320235,0.634497,-0.07575398271243708,-10.383998,574,-0.08715793,0.21316323553522426,0.12180156,15.266283,-10.479219,-0.07575398271243708,50633.0,1.0,306112.0,0.162109375,0.87,15.261765,29.53974676132202,10006.307390512224,0.08715792931616306,0.36855110526084905,0.0045174574,0.09522054
0.15625,0.31402498,5.69,19.854975455272736,0.13611865,0.28745404,0.8333333333333334,0.6451148,0.63867563,-0.10281802178360523,-10.428257,575,-0.11344151,0.21288830166061717,0.12383166,15.245916,-10.439602,-0.10281802178360523,50729.0,1.0,306657.0,0.15625,0.84,15.240447,29.59011197090149,10165.747433099641,0.11344151012599468,0.3630921840667725,0.005468878,0.0113447625
