rew_mean_NSN,retstd_NSN,eplen,ups,advstd_NSN,vpredstd_NSN,eprew_recent,retstd_IDN,advstd_IDN,loss,retmean_IDN,n_updates,rew_mean_IDN,vfn_loss,vpredstd_IDN,retmean_NSN,vpredmean_IDN,idn_pg_loss,epcount,best_ext_ret,tcount,ext_reward,eprew,vpredmean_NSN,total_secs,tps,metric,ext_reward_std,advmean_NSN,advmean_IDN
0.0,0.02798886,5.12,19.292405488323745,0.060979765,0.05393944,0.0,6.4581103,6.451415,-0.014484536523620285,-14.309799,21,-2.0690818,106.30640284220378,0.42950577,0.010477389,-1.170231,-0.014484536523620285,1566.0,1.0,10454.0,0.0,0.0,0.023291651,1.1289427280426025,9877.711610021757,2.069081862767537,0.0,-0.012814261,-13.139567
0.00390625,0.15443347,5.79,19.642783884156252,0.16030614,0.052021924,0.0273972602739726,6.7799945,6.7601643,-0.014313802123069768,-14.658886,22,-2.1293175,110.55853780110677,0.47767064,0.04664356,-1.3428209,-0.014313802123069768,1639.0,1.0,10920.0,0.00390625,0.02,0.031563953,1.17985200881958,10057.105348688001,2.129317581653595,0.06237781047821045,0.01507961,-13.316065
0.00390625,0.15543804,6.07,19.889529590288316,0.15901633,0.04747638,0.024691358024691357,6.222399,6.2321787,-0.01444565628965696,-13.981882,23,-1.9801644,96.42567316691083,0.47044224,0.053570382,-1.4898723,-0.01444565628965696,1720.0,1.0,11401.0,0.00390625,0.02,0.03693924,1.2301297187805176,10183.439150227618,1.9801644384860995,0.06237781047821045,0.016631141,-12.49201
0.013671875,0.24474429,6.37,20.53384117534747,0.24189156,0.05048419,0.07692307692307693,6.1806755,6.186164,-0.016297040662417807,-14.675945,24,-2.0082011,102.51184654235843,0.5080303,0.13191685,-1.6752422,-0.016297040662417807,1798.0,1.0,11902.0,0.013671874999999998,0.07,0.051528513,1.27882981300354,10513.326681777904,2.008201082547506,0.11612474173307419,0.080388345,-13.000703
0.0078125,0.1652421,6.03,20.36732335274094,0.16731274,0.058826856,0.046511627906976744,6.8117332,6.848692,-0.016404655296355486,-15.132153,25,-2.06178,110.23059336344402,0.5251802,0.13141519,-1.8629267,-0.016404655296355486,1884.0,1.0,12424.0,0.0078125,0.04,0.10372119,1.327928066253662,10428.069556603361,2.061779906352361,0.08804240077733995,0.027694006,-13.269226
0.013671875,0.21796031,5.7,17.528267192671592,0.22197583,0.060115196,0.06818181818181818,6.0715013,6.1040277,-0.01616183978815873,-14.154737,26,-1.8750021,90.4385846455892,0.52808386,0.20098726,-2.071025,-0.01616183978815873,1972.0,1.0,12928.0,0.013671874999999998,0.06,0.14761147,1.3849787712097168,8974.472802647855,1.8750021755695345,0.11612474173307419,0.053375788,-12.083713
0.009765625,0.19471082,5.56,18.235152948541817,0.19898704,0.067909285,0.06451612903225806,6.334929,6.3693852,-0.015313461422920227,-14.979399,27,-1.9744619,99.16395632425944,0.5652587,0.21832545,-2.3138173,-0.015313461422920227,2065.0,1.0,13453.0,0.009765625,0.06,0.19337448,1.4398179054260254,9336.39830965341,1.9744618932406106,0.09833747148513794,0.024950974,-12.665582
0.0078125,0.23542382,5.77,15.797041188345537,0.23974578,0.071413144,0.03296703296703297,6.3817315,6.389168,-0.014895038912072781,-14.903935,28,-1.9570203,95.60492897033691,0.61315316,0.2810223,-2.5268128,-0.014895038912072781,2156.0,1.0,13970.0,0.0078125,0.03,0.22310832,1.5031208992004395,8088.085088432915,1.9570201635360716,0.08804240077733995,0.057913966,-12.377123
0.01953125,0.30175075,5.72,16.142368915299116,0.2998454,0.076963924,0.11235955056179775,6.321793,6.3311086,-0.01563878380693495,-15.947883,29,-2.0192773,104.45595041910808,0.64353025,0.39237326,-2.8304338,-0.01563878380693495,2245.0,1.0,14489.0,0.01953125,0.1,0.27522013,1.5650696754455566,8264.892884633147,2.0192773441473646,0.13838273286819458,0.117153145,-13.11745
0.01953125,0.30104625,5.35,16.32063005361993,0.30188203,0.087199904,0.10526315789473684,6.600764,6.578271,-0.01580419111996889,-15.875361,30,-2.022378,101.53188260396321,0.665111,0.4666053,-3.0982845,-0.01580419111996889,2340.0,1.0,14982.0,0.01953125,0.11,0.37447202,1.6263418197631836,8356.162587453404,2.0223781367142997,0.13838273286819458,0.09213325,-12.777077
0.015625,0.24405022,5.04,18.277825471184226,0.2511388,0.099722035,0.07407407407407407,6.160254,6.1708922,-0.014779373304918408,-15.313076,31,-1.8953705,88.86413637797038,0.6974022,0.5176226,-3.3554473,-0.014779373304918408,2448.0,1.0,15546.0,0.015625,0.08,0.46182746,1.6810529232025146,9358.246641246324,1.8953705926736195,0.12401959300041197,0.05579508,-11.957628
0.02734375,0.3554317,5.02,19.5971704372366,0.36195955,0.11102424,0.1188118811881188,6.261374,6.292182,-0.016782762482762347,-16.237915,32,-1.996824,96.46184285481772,0.74556756,0.69504756,-3.7115712,-0.016782762482762347,2549.0,1.0,16054.0,0.027343749999999997,0.12,0.54177135,1.7320806980133057,10033.751263865139,1.9968239168326056,0.163083016872406,0.15327616,-12.526344
0.029296875,0.37999764,5.16,19.650237997076573,0.38170084,0.11760525,0.1388888888888889,6.3653145,6.3919115,-0.01650797793020805,-15.758818,33,-1.9164183,87.75888824462892,0.72580093,0.81972647,-4.0042186,-0.01650797793020805,2657.0,1.0,16603.0,0.029296875,0.15,0.6588528,1.782970666885376,10060.921854503205,1.9164183537165327,0.16863738000392917,0.16087368,-11.754598
0.02734375,0.36358047,4.9,19.77027791394849,0.3796513,0.14645612,0.12,6.3627877,6.3541427,-0.015371595509350307,-16.824472,34,-1.9799669,95.73038291931152,0.8063511,0.95120263,-4.3725624,-0.015371595509350307,2757.0,1.0,17093.0,0.027343749999999997,0.12,0.8136983,1.8335516452789307,10122.382291941627,1.9799667596817014,0.163083016872406,0.13750437,-12.451909
0.0390625,0.38463777,4.92,20.07064892308723,0.40119588,0.15402766,0.2087912087912088,6.5170956,6.580396,-0.014939992688596247,-17.754574,35,-2.0543413,103.77906354268394,0.8241483,1.1113886,-4.762861,-0.014939992688596247,2848.0,1.0,17535.0,0.0390625,0.22,0.9585676,1.883375644683838,10276.172248620662,2.054341415564219,0.19374370574951175,0.15282094,-12.9917145
0.03125,0.35020974,4.68,19.692030329350455,0.3852009,0.17522767,0.1440677966101695,5.850986,5.8820734,-0.014863898046314718,-17.22392,36,-1.9221747,88.79217720031738,0.8514529,1.1716601,-5.0836,-0.014863898046314718,2966.0,1.0,18115.0,0.03125,0.13,1.0873594,1.9341576099395752,10082.319528627433,1.9221746524175007,0.1739926338195801,0.084300674,-12.14032
0.037109375,0.42682734,4.94,19.933389095886245,0.4509186,0.18816704,0.17757009345794392,6.2461395,6.2453623,-0.01505526714026928,-17.70148,37,-1.966741,90.84214719136557,0.8925561,1.3957342,-5.5682373,-0.01505526714026928,3073.0,1.0,18638.0,0.037109375,0.18,1.2217736,1.9843246936798096,10205.895217093757,1.9667409658432007,0.1890298128128052,0.17396054,-12.133244
0.046875,0.4219918,4.91,19.903214938192516,0.45060268,0.19941078,0.22115384615384615,5.934242,5.9388247,-0.014672806796928244,-18.697128,38,-1.9975166,95.25357818603514,0.9375145,1.6257064,-6.035024,-0.014672806796928244,3177.0,1.0,19142.0,0.046875,0.23,1.3699552,2.0345678329467773,10190.446048354568,1.9975166817506156,0.21137107908725739,0.25575116,-12.662106
0.052734375,0.42773864,3.9,19.380569083902447,0.46381974,0.22382337,0.2076923076923077,5.8618827,5.980675,-0.01397733646444977,-18.106491,39,-1.8851933,83.79881127675374,0.94797045,1.7836279,-6.415933,-0.01397733646444977,3307.0,1.0,19677.0,0.052734375,0.19,1.582376,2.0861659049987793,9922.851370958053,1.885193387667338,0.22350271046161652,0.20125186,-11.6905575
0.0390625,0.42912978,4.11,19.669958824577694,0.48533344,0.2364596,0.16393442622950818,5.5617914,5.632071,-0.01295155721406141,-18.785957,40,-1.8762419,83.118527730306,0.98639643,1.9718628,-6.97213,-0.01295155721406141,3429.0,1.0,20188.0,0.0390625,0.17,1.8058876,2.137004852294922,10071.01891818378,1.8762420117855072,0.19374370574951175,0.16597539,-11.8138275
0.05859375,0.5169928,4.55,18.73954633390075,0.5544919,0.25375205,0.2631578947368421,5.612597,5.6573257,-0.013411998942804837,-19.32381,41,-1.9001265,83.88285636901857,1.0310376,2.2872043,-7.4495735,-0.013411998942804837,3543.0,1.0,20715.0,0.05859375,0.28,1.9989982,2.1903679370880127,9594.647722957185,1.9001263578732808,0.23486277461051944,0.28820634,-11.874237
0.06640625,0.47656775,4.73,19.216390934039502,0.528134,0.26399535,0.2831858407079646,5.5671883,5.62692,-0.012968950749685371,-19.470188,42,-1.8642452,79.1029634475708,1.0366405,2.5186586,-7.984706,-0.012968950749685371,3656.0,1.0,21235.0,0.06640624999999999,0.3,2.2483122,2.2424068450927734,9838.792158228225,1.8642450372378032,0.24899087846279142,0.27034652,-11.485483
0.072265625,0.48154306,4.82,19.53628669774981,0.54668206,0.3003932,0.35185185185185186,5.631612,5.7086825,-0.013733772871394951,-19.759167,43,-1.8597414,76.72777430216472,1.1142802,2.793992,-8.5232525,-0.013733772871394951,3764.0,1.0,21757.0,0.072265625,0.36,2.5100956,2.293593645095825,10002.578789247902,1.8597414592901866,0.25892722606658936,0.2838964,-11.235914
0.060546875,0.46111313,4.6,19.53046466471407,0.5461962,0.3110726,0.2818181818181818,5.4114437,5.485313,-0.011704259552061554,-20.330223,44,-1.8348678,75.03721555074057,1.1170433,3.0540848,-9.125635,-0.011704259552061554,3874.0,1.0,22262.0,0.06054687499999999,0.29,2.8009884,2.3447957038879395,9999.597908333604,1.8348677953084311,0.23849727213382718,0.25309652,-11.204589
0.07421875,0.5039365,4.39,19.08141084841068,0.5801097,0.32974395,0.3090909090909091,5.283848,5.3865848,-0.012370646310349306,-20.597797,45,-1.7959464,71.16860071818034,1.1423429,3.3888826,-9.694784,-0.012370646310349306,3984.0,1.0,22745.0,0.07421875,0.32,3.073018,2.397202730178833,9769.682354386268,1.795946349700292,0.2621265351772309,0.3158645,-10.903011
0.076171875,0.47091305,4.18,19.409896756459084,0.5670729,0.34792972,0.33613445378151263,4.892814,5.0610747,-0.012915680495401222,-20.410797,46,-1.7020413,60.4516658782959,1.1754001,3.615876,-10.3877735,-0.012915680495401222,4103.0,1.0,23251.0,0.076171875,0.31,3.392098,2.4487228393554688,9937.86713930705,1.7020412484804788,0.2652729153633117,0.22377801,-10.023024
0.080078125,0.5042334,4.35,19.228195642108254,0.61698586,0.37011853,0.36752136752136755,4.9957404,5.1949744,-0.011418528699626531,-21.097094,47,-1.6763158,61.98418712615967,1.2218556,3.9680648,-10.987326,-0.011418528699626531,4220.0,1.0,23765.0,0.080078125,0.37,3.666066,2.50072979927063,9844.836168759426,1.6763157347838082,0.27141410112380976,0.30199882,-10.109768
0.0859375,0.48946235,4.7,19.732886701732266,0.59871507,0.35853544,0.4247787610619469,4.6580343,4.8556504,-0.011034168923894562,-21.286732,48,-1.591099,55.342686335245766,1.1902101,4.2617397,-11.681793,-0.011034168923894562,4333.0,1.0,24293.0,0.08593749999999999,0.44,3.978273,2.5514066219329834,10103.23799128692,1.5910991032918296,0.2802717387676239,0.28346667,-9.6049385
0.111328125,0.528017,5.49,20.00831949930353,0.6428394,0.39206192,0.5454545454545454,4.6982727,4.8920364,-0.008925592720819015,-21.69424,49,-1.6108823,53.468782107035324,1.2574452,4.7176905,-12.3096075,-0.008925592720819015,4432.0,1.0,24839.0,0.111328125,0.54,4.2992196,2.6013858318328857,10244.259583643407,1.610882252454758,0.31453803181648254,0.41847068,-9.384634
0.103515625,0.49069756,4.75,19.804724647398515,0.6206272,0.41200724,0.49504950495049505,4.3153462,4.5955124,-0.008221922131876152,-21.708578,50,-1.5015135,46.139822006225586,1.2773536,5.0332794,-12.99614,-0.008221922131876152,4533.0,1.0,25321.0,0.10351562499999999,0.49,4.6967573,2.651878833770752,10140.01901946804,1.5015134314695995,0.30463114380836487,0.3365221,-8.712439
0.09375,0.50191724,5.26,20.124770290046303,0.6530026,0.4328979,0.53125,4.432255,4.726689,-0.017075790558010336,-22.651802,51,-1.5517848,49.06336911519369,1.2996789,5.435891,-13.669378,-0.017075790558010336,4629.0,1.0,25834.0,0.09375,0.52,5.091978,2.701568841934204,10303.882388503707,1.5517846842606862,0.2914806008338928,0.34391284,-8.982423
0.095703125,0.4986672,4.71,19.68158867804118,0.6457381,0.44301385,0.4528301886792453,3.8846142,4.197865,0.016175050133218363,-22.124418,52,-1.3796768,36.94398562113444,1.3064276,5.704374,-14.34629,0.016175050133218363,4735.0,1.0,26340.0,0.09570312500000001,0.46,5.457447,2.75237774848938,10076.973403157084,1.3796767989794414,0.2941836714744568,0.24692705,-7.7781296
0.099609375,0.51807445,4.96,18.747587439937423,0.6739762,0.46412697,0.5142857142857142,4.3421144,4.679984,-0.004577777426068984,-23.31205,53,-1.4367311,43.471104303995766,1.338234,6.0856767,-14.974064,-0.004577777426068984,4840.0,1.0,26861.0,0.099609375,0.51,5.7724733,2.805717945098877,9598.76476924796,1.4367311596870422,0.2994784712791443,0.3132029,-8.337986
0.1015625,0.48608467,4.88,19.718878258621096,0.64727944,0.49264482,0.4811320754716981,3.8030286,4.131287,0.018096927553415302,-23.438583,54,-1.3592184,36.8496478398641,1.3948956,6.4103937,-15.629383,0.018096927553415302,4946.0,1.0,27374.0,0.10156250000000001,0.5,6.1043253,2.856430768966675,10096.065668414001,1.359218418598175,0.30207210779190063,0.30606794,-7.809201
0.11328125,0.47559384,5.1,19.880290836011337,0.63646156,0.484212,0.5555555555555556,3.863038,4.1944857,-0.013493400377531845,-23.749702,55,-1.313471,34.14417759577433,1.3583783,6.9261465,-16.350943,-0.013493400377531845,5054.0,1.0,27924.0,0.11328125000000001,0.56,6.4758787,2.9067318439483643,10178.708908037805,1.3134708305199942,0.31693628430366516,0.45026794,-7.398758
0.13085938,0.43220928,5.26,20.117820295749855,0.61889434,0.5079294,0.6354166666666666,3.7839053,4.045611,-0.0043698328857620546,-24.443666,56,-1.287156,33.03894726435343,1.3917329,7.499833,-17.109205,-0.0043698328857620546,5150.0,1.0,28423.0,0.13085937500000003,0.65,6.955453,2.9564390182495117,10300.323991423926,1.2871560057004294,0.3372465074062348,0.54438055,-7.334462
0.1171875,0.57882977,5.42,20.288998103788554,0.74857503,0.54129434,0.651685393258427,3.5466142,3.9243853,0.004452138634709021,-24.38319,57,-1.2193867,27.29764747619629,1.4308391,7.835284,-17.853767,0.004452138634709021,5239.0,1.0,28906.0,0.1171875,0.66,7.5067654,3.0057268142700195,10387.96702913974,1.2193867663542426,0.32164356112480164,0.32851863,-6.5294228
0.1328125,0.5719807,5.53,20.186856873333525,0.7481842,0.5381798,0.6703296703296703,3.136505,3.5196853,0.03142939286772162,-24.156528,58,-1.1101482,20.147893190383908,1.4048115,8.206621,-18.631256,0.03142939286772162,5330.0,1.0,29405.0,0.13281249999999997,0.69,7.9796605,3.0552639961242676,10335.670719146765,1.110148121913274,0.33937197923660284,0.22696027,-5.5252724
0.111328125,0.46772033,5.12,19.992869059535725,0.6875355,0.5623405,0.5789473684210527,3.1107883,3.5883849,-0.05801735267353555,-25.237396,59,-1.1341661,23.324519634246826,1.4479882,8.635548,-19.184698,-0.05801735267353555,5425.0,1.0,29896.0,0.111328125,0.57,8.258856,3.1052818298339844,10236.348958482291,1.134166141351064,0.31453803181648254,0.37669224,-6.052698
0.12695312,0.5202421,5.31,19.3690238146915,0.71593946,0.55299485,0.65625,2.7510285,3.1438882,-0.025319977779872712,-24.935501,60,-1.0055566,16.283897082010906,1.4215972,8.860399,-19.938974,-0.025319977779872712,5521.0,1.0,30411.0,0.12695312499999997,0.65,8.672678,3.1569106578826904,9916.940193122047,1.005556598305702,0.33292046189308167,0.18772164,-4.9965253
0.125,0.5692327,5.51,19.951594489687192,0.7608279,0.56690246,0.673469387755102,3.7368069,4.203108,-0.05656161089427769,-26.212337,61,-1.1424513,24.303871631622314,1.4319428,9.179167,-20.419506,-0.05656161089427769,5619.0,1.0,30951.0,0.125,0.67,8.936584,3.2070319652557373,10215.216378719842,1.1424513459205627,0.33071890473365784,0.24258338,-5.7928324
0.125,0.5551918,5.49,19.938600786267415,0.73945767,0.5744352,0.6595744680851063,3.0405645,3.4842885,-0.051032257693198815,-26.536625,62,-1.0679348,19.362161318461098,1.4535905,9.566075,-21.134026,-0.051032257693198815,5713.0,1.0,31467.0,0.125,0.66,9.245214,3.257185935974121,10208.563602568916,1.0679347813129425,0.33071890473365784,0.3208611,-5.4025993
0.1328125,0.5261504,5.51,19.86494333170725,0.74380034,0.6052758,0.7,2.9459743,3.4088588,-0.03418102487921715,-26.554443,63,-0.97337955,15.830229997634891,1.5114928,9.884613,-21.845613,-0.03418102487921715,5803.0,1.0,31962.0,0.13281249999999997,0.71,9.625622,3.307525873184204,10170.850985834111,0.9733795374631881,0.33937197923660284,0.25899035,-4.708828
0.12109375,0.54109037,5.1,19.657237125770955,0.7462149,0.6010307,0.6262626262626263,2.7360172,3.2538047,-0.02223365008831024,-26.758204,64,-0.9148331,13.765562454859417,1.4897075,10.086416,-22.431423,-0.02223365008831024,5902.0,1.0,32465.0,0.12109374999999999,0.63,9.947315,3.3583977222442627,10064.505408394729,0.9148330837488174,0.32623618841171265,0.13910201,-4.326783
0.13671875,0.4911553,5.46,19.859770071402867,0.6762076,0.5778444,0.7142857142857143,2.5735633,3.0449119,-0.038498831874070064,-27.647469,65,-0.92379844,14.376087188720703,1.4401767,10.578308,-23.014519,-0.038498831874070064,6000.0,1.0,33002.0,0.13671875,0.71,10.175648,3.4087507724761963,10168.202276558268,0.9237984170516331,0.3435502052307129,0.40265965,-4.632947
0.140625,0.45154142,5.6,19.95130977467214,0.67548174,0.59770536,0.7526881720430108,2.4184837,2.9290254,-0.08644328638911247,-27.998528,66,-0.8687575,12.539304852485657,1.4787225,10.987744,-23.710463,-0.08644328638911247,6093.0,1.0,33519.0,0.140625,0.76,10.58662,3.4588727951049805,10215.070604632136,0.8687574863433837,0.34763431549072266,0.4011237,-4.2880635
0.13671875,0.49245062,5.64,20.00641074563077,0.70020825,0.5893536,0.7578947368421053,2.5188944,2.9889581,-0.08232239571710427,-28.194729,67,-0.8106786,11.019903937975563,1.4363141,11.418799,-24.370394,-0.08232239571710427,6188.0,1.0,34051.0,0.13671875,0.77,11.082144,3.508856773376465,10243.282301762954,0.8106786012649535,0.3435502052307129,0.33665562,-3.824334
0.14453125,0.5442503,5.44,20.336709609538264,0.7385366,0.6279909,0.7526881720430108,2.3991172,3.0411882,-0.08108379909147817,-28.522099,68,-0.8058483,10.456279834111532,1.4951867,11.719202,-24.926908,-0.08108379909147817,6281.0,1.0,34556.0,0.14453125,0.76,11.481794,3.5580289363861084,10412.395320083591,0.8058483103911082,0.3516275882720947,0.23740849,-3.595191
0.14257812,0.5448674,5.98,20.06306444206337,0.7368683,0.6164877,0.8409090909090909,2.512465,3.1075342,-0.09371493428867933,-28.7738,69,-0.7747165,9.569877187410992,1.4689121,12.083658,-25.537914,-0.09371493428867933,6369.0,1.0,35084.0,0.142578125,0.85,11.827985,3.6078717708587646,10272.288994336446,0.7747165312369665,0.34964209794998163,0.25567394,-3.2358851
