metric,ups,nsn_loss,epcount,retstd,vpredstd,n_updates,eplen,advstd,vfn_loss,eprew_recent,vpredmean,idn_pg_loss,rew_std_ext,tcount,total_secs,p_below_line,advmean,metricmean,rew_std_int,idn_loss,retmean,tps,rew_mean_ext,eprew,metricstd,best_ext_ret,rew_mean_int
0.0,22.27008888275335,3.5620733499526978,941.0,0.07142054,0.06569708,45,31.27,0.063630775,0.0022447126393672075,0.0625,3.1228805,-0.04353150655515492,0.0,22361.0,2.1498539447784424,1.0,0.04317186,3.5757518,0.8697139,-0.04353150655515492,3.1660526,11402.285507969715,0.0,0.03,0.8697139,1.0,3.5757518
0.0,22.099477322542572,3.8918256362279258,947.0,0.060058676,0.054081913,46,32.13,0.048756726,0.0015418054487478607,0.0,3.2098384,-0.049866054207086556,0.0,22645.0,2.195103883743286,1.0,0.04949988,3.911862,0.6187754,-0.049866054207086556,3.2593381,11314.932389141797,0.0,0.02,0.6187754,1.0,3.911862
0.0,22.347452660294323,3.861952622731527,954.0,0.11474944,0.05073131,47,34.76,0.123200394,0.00793016896447322,0.14285714285714285,3.287952,-0.052603767874340214,0.044150993,23101.0,2.239851713180542,1.0,0.052433427,3.8878174,0.5909383,-0.052603767874340214,3.3403854,11441.895762070693,0.001953125,0.03,0.5909383,1.0,3.8878174
0.0,22.216769956035808,3.794591804345448,962.0,0.05960472,0.055703994,48,37.71,0.05259018,0.0014272894137927021,0.0,3.3473575,-0.023066608506875735,0.0,23560.0,2.284862756729126,1.0,0.022942292,3.822131,0.57043123,-0.023066608506875735,3.3702998,11374.986217490334,0.0,0.03,0.57043123,1.0,3.822131
0.0,22.289024221747493,3.7443006436030073,969.0,0.12546757,0.06085694,49,39.29,0.16371812,0.013832166427164339,0.42857142857142855,3.3879747,-0.05622880843778451,0.07632197,23927.0,2.3297278881073,1.0,0.056157093,3.7707841,0.58158034,-0.05622880843778451,3.4441319,11411.980401534716,0.005859375,0.05,0.58158034,1.0,3.7707841
0.0,22.236204108681246,3.689275622367859,977.0,0.043114457,0.026313106,50,44.01,0.04097536,0.0008303067467447061,0.0,3.4674845,-0.00437359009811189,0.0,24517.0,2.374699592590332,1.0,0.004378004,3.7224154,0.4676557,-0.00437359009811189,3.4718623,11384.936503644798,0.0,0.05,0.4676557,1.0,3.7224154
0.0,22.02243037762003,3.5950364073117576,986.0,0.039498147,0.03237128,51,47.6,0.041806143,0.0008883765015828734,0.0,3.46537,-0.019745115501185257,0.0,25182.0,2.420107841491699,1.0,0.01965718,3.6226645,0.6507442,-0.019745115501185257,3.485027,11275.484353341455,0.0,0.05,0.6507442,1.0,3.6226645
0.0,22.148373844212216,3.623449385166168,991.0,0.12710996,0.020988727,52,49.89,0.12884277,0.00822531687056956,0.4,3.4981718,-0.027112025398916252,0.06237781,25610.0,2.4652578830718994,1.0,0.026960237,3.661633,0.46067986,-0.027112025398916252,3.5251322,11339.967408236655,0.00390625,0.07,0.46067986,1.0,3.661633
0.0,22.283221854462962,3.3704575697580967,999.0,0.029171346,0.02251366,53,51.74,0.028427484,0.00039417702161396545,0.0,3.5242422,0.0017464306438341737,0.0,26004.0,2.510134696960449,1.0,-0.0018083632,3.4135654,0.5451363,0.0017464306438341737,3.5224338,11409.009589485036,0.0,0.07,0.5451363,1.0,3.4135654
0.0,22.174837560204498,3.332411130269368,1008.0,0.03821365,0.026599659,54,54.31,0.037076447,0.0006866532470060823,0.0,3.526255,0.009778466223603269,0.0,26540.0,2.5552308559417725,1.0,-0.009857055,3.3762743,0.60892135,0.009778466223603269,3.5163982,11353.516830824703,0.0,0.07,0.60892135,1.0,3.3762743
0.0,22.271744440432446,3.215111235777537,1017.0,0.03757355,0.0299474,55,56.12,0.033897895,0.0005906282361441603,0.0,3.5126123,0.014138119217629233,0.0,27104.0,2.600130796432495,1.0,-0.01418338,3.2546413,0.62949055,0.014138119217629233,3.4984293,11403.133153501412,0.0,0.07,0.62949055,1.0,3.2546413
0.0,22.21041706381987,3.188025017579397,1027.0,0.067749515,0.028267412,56,58.46,0.06200521,0.0019867004060264053,0.1,3.4900255,0.020908688922645524,0.044150993,27748.0,2.6451547145843506,1.0,-0.0209811,3.2257621,0.6619452,0.020908688922645524,3.4690442,11371.733536675774,0.001953125,0.07,0.6619452,1.0,3.2257621
0.0,21.83839509322559,3.1293434103329982,1034.0,0.11756249,0.026995122,57,60.24,0.108860165,0.005838086219834319,0.14285714285714285,3.4585295,0.0001517447429553916,0.044150993,28169.0,2.690945625305176,1.0,-0.00037615467,3.169651,0.67793214,0.0001517447429553916,3.4581535,11181.258287731502,0.001953125,0.08,0.67793214,1.0,3.169651
0.0,21.792214809734606,3.021625498930613,1045.0,0.046796672,0.033679806,58,62.25,0.0454574,0.0011766808214209352,0.0,3.4518585,0.02675111025261382,0.0,28748.0,2.7368335723876953,1.0,-0.026862266,3.0567822,0.725916,0.02675111025261382,3.4249964,11157.613982584118,0.0,0.08,0.725916,1.0,3.0567822
0.0,22.077375751386974,3.000771462917328,1055.0,0.05309655,0.036780912,59,59.66,0.05160263,0.0014478472536817812,0.0,3.4152343,0.026303672154123586,0.0,29157.0,2.7821288108825684,1.0,-0.02645845,3.0331664,0.75488436,0.026303672154123586,3.3887758,11303.61638471013,0.0,0.07,0.75488436,1.0,3.0331664
0.0,21.30970501864591,3.0452848076820374,1065.0,0.061802372,0.04643169,60,59.51,0.060805786,0.001844283804530278,0.0,3.3785048,0.016548930104666702,0.0,29733.0,2.8290557861328125,1.0,-0.016776994,3.0755122,0.8886171,0.016548930104666702,3.3617272,10910.568969546706,0.0,0.06,0.8886171,1.0,3.0755122
0.0,22.02728790950245,3.015308698018392,1079.0,0.122121476,0.04800956,61,57.1,0.107211694,0.005727127601858229,0.07142857142857142,3.352455,0.007888162945164368,0.044150993,30411.0,2.8744540214538574,1.0,-0.008100558,3.0379083,0.95095533,0.007888162945164368,3.3443544,11277.971409665255,0.001953125,0.05,0.95095533,1.0,3.0379083
0.0,22.179879854471615,2.9483402967453,1090.0,0.14544928,0.0445015,62,53.99,0.12994234,0.008391784135407459,0.0,3.3361573,-0.0024302947470763083,0.044150993,30909.0,2.9195399284362793,1.0,0.0020065308,2.9722023,0.79316956,-0.0024302947470763083,3.3381636,11356.098485489467,0.001953125,0.03,0.79316956,1.0,2.9722023
0.0,22.04546481864005,3.0731862982114158,1102.0,0.1287814,0.0452213,63,51.32,0.11696279,0.006837971168958272,0.16666666666666666,3.3311114,-0.0011596740999569493,0.044150993,31285.0,2.9649007320404053,1.0,0.00085499324,3.0890791,0.83171374,-0.0011596740999569493,3.3319664,11287.277987143705,0.001953125,0.05,0.83171374,1.0,3.0890791
0.0,21.980882106322323,3.08756293853124,1124.0,0.1288279,0.05582209,64,45.77,0.11937019,0.007084500995309402,0.045454545454545456,3.3348315,0.003519127378240227,0.044150993,32069.0,3.010394811630249,1.0,-0.0038175099,3.1006002,0.8342008,0.003519127378240227,3.3310142,11254.21163843703,0.001953125,0.05,0.8342008,1.0,3.1006002
0.0,21.95441935450101,3.0538221398989354,1138.0,0.068018705,0.050058458,65,41.38,0.062036715,0.0019347756557787454,0.07142857142857142,3.3329787,0.008712031606895229,0.0,32473.0,3.055943727493286,1.0,-0.0088413665,3.0671418,0.8455965,0.008712031606895229,3.3241372,11240.662709504517,0.0,0.05,0.8455965,1.0,3.0671418
0.0,21.974087753765552,3.0524049997329716,1165.0,0.09150673,0.050181728,66,35.9,0.08458449,0.00356077994122946,0.07407407407407407,3.3195128,0.011093778904372206,0.044150993,33323.0,3.101451873779297,1.0,-0.011156892,3.0688467,0.84488004,0.011093778904372206,3.308356,11250.732929927963,0.001953125,0.07,0.84488004,1.0,3.0688467
0.0,22.06436815470241,3.1092037558555607,1186.0,0.20473175,0.04547052,67,30.2,0.17962486,0.016105862276162952,0.14285714285714285,3.301674,-0.03344125205573315,0.07632197,33857.0,3.1467738151550293,1.0,0.033097867,3.1256313,0.85500467,-0.03344125205573315,3.3347719,11296.956495207634,0.005859375,0.09,0.85500467,1.0,3.1256313
0.0,22.111127511966767,2.9733906586964927,1208.0,0.065184586,0.041623317,68,28.3,0.0617247,0.0019671415066113696,0.045454545454545456,3.3339567,0.012063542138397072,0.044150993,34340.0,3.191999912261963,1.0,-0.012201289,2.9847884,0.8980234,0.012063542138397072,3.3217554,11320.897286126985,0.001953125,0.08,0.8980234,1.0,2.9847884
0.0,21.861843579786818,2.960726340611776,1231.0,0.09658686,0.05408601,69,26.2,0.07962109,0.003136551735224202,0.08695652173913043,3.3276508,0.010104019602295011,0.06237781,34821.0,3.237741708755493,1.0,-0.010188548,2.9717808,0.7897875,0.010104019602295011,3.3174622,11193.26391285085,0.00390625,0.08,0.7897875,1.0,2.9717808
0.0,21.808191257597738,3.1171168287595115,1245.0,0.08450845,0.059290703,70,24.41,0.08043477,0.0032119703585825237,0.07142857142857142,3.3249252,0.009684130219587436,0.044150993,35184.0,3.2835960388183594,1.0,-0.009784753,3.1302366,0.81676394,0.009684130219587436,3.3151407,11165.793923890042,0.001953125,0.08,0.81676394,1.0,3.1302366
0.0,21.94522984837228,2.9915594855944314,1264.0,0.13946012,0.05255163,71,24.0,0.13576548,0.00916111102560535,0.15789473684210525,3.2975225,4.846527008339719e-05,0.07632197,35700.0,3.3291640281677246,1.0,-0.00020015938,3.002658,0.89554155,4.846527008339719e-05,3.2973225,11235.957682366607,0.005859375,0.1,0.89554155,1.0,3.002658
0.0,21.548037750001285,3.1003105044364934,1290.0,0.09654028,0.0631559,72,24.46,0.08852361,0.0039650200051255515,0.038461538461538464,3.2970634,0.015808784228283912,0.044150993,36364.0,3.3755719661712646,1.0,-0.015891617,3.108527,0.8871716,0.015808784228283912,3.281172,11032.595328000658,0.001953125,0.07,0.8871716,1.0,3.108527
0.0,21.475001408010815,2.969878395398458,1308.0,0.18121935,0.049502563,73,22.86,0.15603796,0.012247572614190478,0.1111111111111111,3.2694674,-0.027830933259489633,0.06237781,36626.0,3.42213773727417,1.0,0.027623795,2.9800272,0.7874187,-0.027830933259489633,3.2970915,10995.200720901537,0.00390625,0.09,0.7874187,1.0,2.9800272
0.0,21.04908588147323,2.9345299204190574,1334.0,0.040509023,0.056563098,74,22.93,0.059653964,0.0019109045145645114,0.038461538461538464,3.303043,0.024327975581400096,0.0,37202.0,3.4696457386016846,1.0,-0.024406053,2.9425764,0.91433877,0.024327975581400096,3.278637,10777.131971314293,0.0,0.07,0.91433877,1.0,2.9425764
0.0,21.901913275962904,3.0904545585314436,1360.0,0.23443715,0.07551603,75,21.15,0.2166879,0.023944508614173778,0.07692307692307693,3.2838154,-0.06064696700195782,0.0880424,37692.0,3.51530385017395,1.0,0.06005351,3.1013124,0.970636,-0.06064696700195782,3.3438692,11213.779597293007,0.0078125,0.07,0.970636,1.0,3.1013124
0.0,21.954304438174898,2.8891353209813437,1389.0,0.082924925,0.055636063,76,18.15,0.06596938,0.0023553450397836664,0.034482758620689655,3.3371134,0.014919666534600157,0.044150993,38170.0,3.5608530044555664,1.0,-0.015075948,2.9003534,0.73633385,0.014919666534600157,3.3220372,11240.603872345548,0.001953125,0.06,0.73633385,1.0,2.9003534
0.0,21.67890259156269,3.017492711544037,1418.0,0.0841018,0.0771166,77,19.01,0.08897079,0.004027244178966309,0.034482758620689655,3.3379228,0.026972364682781823,0.044150993,38810.0,3.606980800628662,1.0,-0.027151104,3.0256195,0.94924027,0.026972364682781823,3.310772,11099.598126880097,0.001953125,0.04,0.94924027,1.0,3.0256195
0.0,21.904887245532123,2.9347458680470786,1450.0,0.0413571,0.057227656,78,18.53,0.059185497,0.0017778026328111687,0.0,3.2840507,0.026105620044594005,0.0,39322.0,3.652632713317871,1.0,-0.026214877,2.9456048,0.8227203,0.026105620044594005,3.2578359,11215.302269712447,0.0,0.04,0.8227203,1.0,2.9456048
0.0,21.787007698141434,3.014600952466329,1478.0,0.22925326,0.07403903,79,16.85,0.18017843,0.01628271035345582,0.14285714285714285,3.2675147,-0.04272225475870073,0.0880424,39735.0,3.6985316276550293,1.0,0.042336717,3.024371,0.84309083,-0.04272225475870073,3.3098512,11154.947941448414,0.0078125,0.05,0.84309083,1.0,3.024371
0.0,21.909120825737432,2.881873865922292,1517.0,0.15157354,0.07014112,80,15.59,0.122790776,0.007549533688385661,0.05128205128205128,3.3049307,0.002104207562903563,0.06237781,40320.0,3.7441747188568115,1.0,-0.0023460248,2.8919668,0.8235551,0.002104207562903563,3.3025846,11217.469862777565,0.00390625,0.06,0.8235551,1.0,2.8919668
