total_secs,retmean_NSN,vpredmean_NSN,advstd_IDN,retmean_IDN,epcount,ups,ext_reward_std,ext_reward,vpredstd_IDN,advmean_NSN,eprew,rew_mean_NSN,vfn_loss,metric,advstd_NSN,vpredmean_IDN,rew_mean_IDN,retstd_NSN,eplen,tcount,best_ext_ret,tps,n_updates,eprew_recent,idn_pg_loss,vpredstd_NSN,loss,advmean_IDN,retstd_IDN
0.6441490650177002,-0.1128836,-0.18521574,7.811257,-17.030704,800.0,20.679525105510194,0.07632196694612503,0.005859375,0.03793912,0.072332144,0.03,0.005859375,177.39537556966147,2.671413123607636,0.19339034,0.11937955,-2.6714132,0.18737559,6.88,5438.0,1.0,10587.91685402122,11,0.043478260869565216,8.327948550383225e-05,0.053421836,2.649615248044332,-17.150082,7.8154354
0.6936070919036865,-0.13139746,-0.1717774,7.721412,-16.93127,875.0,20.219164875001205,0.07632196694612503,0.005859375,0.036777116,0.04037994,0.05,0.005859375,174.643559773763,2.647292832533518,0.1755459,0.09928498,-2.647293,0.17137098,6.84,5940.0,1.0,10352.212416000617,12,0.04,0.0002487109353144967,0.050349697,2.623670140902201,-17.030556,7.717211
0.7430980205535889,-0.1470387,-0.15828961,7.6162186,-16.808958,962.0,20.20572309471047,0.0,0.0,0.044373788,0.011250906,0.0,0.0,171.13897832234701,2.616823037465414,0.064430535,0.06592449,-2.616823,0.039757617,6.58,6478.0,1.0,10345.330224491761,13,0.0,-0.00011491030454635577,0.05468051,2.5918867985407514,-16.874882,7.6173506
0.7931840419769287,-0.11381023,-0.1564384,7.6189775,-16.650143,1051.0,19.965650526476132,0.07632196694612503,0.005859375,0.050938755,0.042628165,0.04,0.005859375,168.00017929077148,2.599858582019806,0.16961637,0.037616752,-2.5998585,0.16285662,5.85,6988.0,1.0,10222.41306955578,14,0.0449438202247191,-0.000556616733471552,0.052163474,2.5746500690778094,-16.687757,7.6143045
0.8421621322631836,-0.13802709,-0.15024701,7.4999967,-16.40467,1136.0,20.417292592574565,0.06237781047821045,0.00390625,0.058489595,0.012219938,0.03,0.00390625,162.1873346964518,2.559559921423594,0.1197372,-0.009726701,-2.5595598,0.10829656,5.87,7491.0,1.0,10453.653807398177,15,0.023529411764705882,0.00029407255351543383,0.053162772,2.532911539077759,-16.394943,7.499037
0.8925459384918213,-0.13263217,-0.16237327,7.4692616,-16.38262,1236.0,19.84764698923459,0.07632196694612503,0.005859375,0.06831963,0.029741094,0.03,0.005859375,160.9778594970703,2.545372386773427,0.13149774,-0.04586208,-2.5453725,0.12061075,5.69,8060.0,1.0,10161.99525848811,16,0.03,-0.00022281333804130554,0.0540148,2.518605927626292,-16.336758,7.4689198
0.943058967590332,-0.107896045,-0.16258481,7.394595,-16.093393,1331.0,19.796872566279788,0.07632196694612503,0.005859375,0.08791358,0.054688744,0.02,0.005859375,154.88730748494464,2.4999742706616717,0.18994509,-0.099149406,-2.4999743,0.18780184,5.57,8579.0,1.0,10135.998753935251,17,0.021052631578947368,-1.944601535797206e-05,0.05826637,2.4711228211720786,-15.994244,7.3894873
0.9954760074615479,-0.08339549,-0.14643517,7.3348265,-16.201075,1407.0,19.077765597922248,0.07632196694612503,0.005859375,0.09350046,0.063039675,0.03,0.005859375,155.3868179321289,2.4987520972887673,0.20678122,-0.14659019,-2.498752,0.19527307,5.74,9033.0,1.0,9767.815986136191,18,0.039473684210526314,0.0001289863139390954,0.06657567,2.4695882201194763,-16.054485,7.33437
1.0487689971923828,-0.114580795,-0.14548928,7.0307426,-15.454846,1502.0,18.76419403472511,0.06237781047821045,0.00390625,0.09329939,0.030908499,0.02,0.00390625,140.50792566935223,2.3847533464431763,0.13742971,-0.20973448,-2.3847532,0.12163477,5.84,9571.0,1.0,9607.267345779257,19,0.021052631578947368,-0.0006320265432198842,0.057271875,2.3517366846402483,-15.245111,7.0229664
1.1012160778045654,-0.11835159,-0.12791768,7.11889,-15.708099,1592.0,19.066838198191647,0.04415099322795868,0.001953125,0.11917883,0.009566083,0.01,0.001953125,143.8309949239095,2.4130645593007407,0.11030733,-0.28308576,-2.4130645,0.09607929,5.6,10067.0,1.0,9762.221157474123,20,0.011111111111111112,0.0004530232399702065,0.06482915,2.380912204583486,-15.4250145,7.1122828
1.1503360271453857,-0.0047598793,-0.12847617,7.145432,-15.877058,1673.0,20.358327185182308,0.10761701315641402,0.01171875,0.13331261,0.123716295,0.06,0.01171875,145.855473836263,2.4149713913599644,0.27019772,-0.33313105,-2.4149714,0.2619749,5.82,10564.0,1.0,10423.463518813342,21,0.07407407407407407,0.00022822370131810477,0.06818593,2.3836048046747846,-15.543928,7.1463842
1.2011299133300781,-0.061175004,-0.11031711,6.8444104,-15.2104,1776.0,19.687408763406793,0.07632196694612503,0.005859375,0.13979433,0.049142104,0.03,0.005859375,132.26498285929364,2.306084215641022,0.1896953,-0.419425,-2.3060842,0.17775555,5.76,11153.0,1.0,10079.953286864278,22,0.02912621359223301,-6.633313993612997e-05,0.063599326,2.2717145383358,-14.790974,6.8453016
1.2509748935699463,-0.041926526,-0.08351826,6.7286444,-14.968739,1878.0,20.06220075096262,0.06237781047821045,0.00390625,0.1557356,0.041591737,0.01,0.00390625,126.60539690653482,2.252425253391266,0.18167655,-0.50797445,-2.2524252,0.16316763,4.93,11656.0,1.0,10271.846784492862,23,0.00980392156862745,0.00019461289048194885,0.067290574,2.217030386130015,-14.460764,6.7300563
1.299858808517456,-0.036208462,-0.063385874,6.811594,-15.070007,1977.0,20.456626705814646,0.06237781047821045,0.00390625,0.18386099,0.02717741,0.02,0.00390625,127.34086799621582,2.263862748940786,0.17387418,-0.592066,-2.2638626,0.157749,5.15,12167.0,1.0,10473.792873377099,24,0.020202020202020204,0.00021828711032867518,0.07410601,2.231238196293513,-14.477941,6.8112025
1.349222183227539,-0.013351811,-0.051931128,6.7562957,-15.281599,2071.0,20.257934265497838,0.04415099322795868,0.001953125,0.21032631,0.03857932,0.01,0.001953125,128.39834785461426,2.2523478468259177,0.13958694,-0.69898546,-2.252348,0.12204672,5.25,12658.0,1.0,10372.062343934893,25,0.010638297872340425,-1.7620623111707506e-06,0.07196896,2.219718992710114,-14.582613,6.7351136
1.398818016052246,0.028147575,-0.039744537,6.7895904,-15.077042,2162.0,20.16298432842996,0.08804240077733995,0.0078125,0.2292267,0.067892104,0.05,0.0078125,123.90443166097006,2.2150737047195435,0.22544782,-0.8176495,-2.2150736,0.20783597,5.55,13151.0,1.0,10323.44797615614,26,0.04395604395604396,0.00010872135559718103,0.07179957,2.183801621198654,-14.259392,6.7790856
1.4485931396484375,0.09220502,-0.001508117,6.5343785,-14.430907,2259.0,20.090356944417834,0.11612474173307419,0.013671874999999998,0.25083262,0.093713135,0.07,0.013671875,111.34119351704916,2.110598425070445,0.27321455,-0.95229137,-2.1105983,0.2601147,5.35,13668.0,1.0,10286.262755541931,27,0.07216494845360824,0.0004280172288417816,0.073227145,2.0775147676467896,-13.478615,6.5220013
1.4988579750061035,0.09681712,0.05043134,6.724161,-14.616309,2357.0,19.89462400273211,0.08804240077733995,0.0078125,0.28052956,0.04638578,0.04,0.0078125,113.03266652425131,2.128651956717173,0.21453449,-1.0966747,-2.1286519,0.19534226,5.27,14182.0,1.0,10186.047489398841,28,0.04081632653061224,0.0006151497364044207,0.07397463,2.0979335606098175,-13.519634,6.7035203
1.5488319396972656,0.19692945,0.08757786,6.7342615,-14.715844,2458.0,20.01041954905871,0.13141207396984098,0.017578125,0.30512503,0.10935159,0.1,0.017578125,112.16254361470541,2.1076168417930603,0.31999832,-1.2625849,-2.1076167,0.2942468,5.34,14721.0,1.0,10245.33480911806,29,0.09900990099009901,0.0009881587078173987,0.07706615,2.0771645406881967,-13.453259,6.6817226
1.5982131958007812,0.24282283,0.15295948,7.0419793,-15.358458,2551.0,20.25059868675164,0.11612474173307419,0.013671874999999998,0.357995,0.08986335,0.08,0.013671875,120.57840919494629,2.1850849191347756,0.29693893,-1.433144,-2.1850848,0.27344278,5.3,15228.0,1.0,10368.30652761684,30,0.08602150537634409,0.0015787289788325627,0.08140104,2.1572415828704834,-13.925314,7.00443
1.6480040550231934,0.32531747,0.21447444,6.6235223,-14.903976,2660.0,20.08400769974813,0.144992396235466,0.021484374999999997,0.36238828,0.11084305,0.1,0.021484375,109.0102284749349,2.080044627189636,0.33906808,-1.6136315,-2.0800447,0.3089728,4.7,15729.0,1.0,10283.011942271043,31,0.09174311926605505,0.0004125436147054025,0.085085616,2.0531268318494162,-13.290346,6.5846057
1.6987979412078857,0.36728084,0.2917181,6.0960913,-14.282163,2784.0,19.687408763406793,0.11612474173307419,0.013671874999999998,0.36122224,0.075562745,0.07,0.013671875,94.69633102416994,1.950392335653305,0.28709432,-1.8431644,-1.9503924,0.25681597,4.36,16289.0,1.0,10079.953286864278,32,0.08064516129032258,0.0004599789778391521,0.0812436,1.9213263591130572,-12.438998,6.047324
1.7497031688690186,0.45834115,0.36193082,7.2361574,-15.196598,2895.0,19.644347858668365,0.12401959300041197,0.015625,0.4205441,0.09641036,0.07,0.015625,111.3655834197998,2.0955745577812195,0.30792177,-2.0385942,-2.0955746,0.2790241,4.62,16809.0,1.0,10057.906103638203,33,0.07207207207207207,8.968574305375735e-05,0.101602,2.069810350735982,-13.158004,7.150895
1.800112009048462,0.65723616,0.44795567,6.661851,-15.474596,3003.0,19.837790285200775,0.1791666150093079,0.03320312499999999,0.44829726,0.20928049,0.15,0.033203125,107.42130915323892,2.051911999781926,0.40918538,-2.3037236,-2.0519118,0.36512017,4.79,17314.0,1.0,10156.948626022797,34,0.1388888888888889,0.0013898437221844966,0.108360246,2.024962176879247,-13.170873,6.599879
1.8562312126159668,0.67655325,0.5847363,6.5666966,-14.713679,3107.0,17.81921225587452,0.13141207396984098,0.017578125,0.44762236,0.09181696,0.08,0.017578125,93.40160687764487,1.920161763827006,0.33792415,-2.600446,-1.9201617,0.30599475,4.22,17761.0,1.0,9123.436675007753,35,0.08653846153846154,0.0011165179312229165,0.12015361,1.893620103597641,-12.113233,6.501366
1.909424066543579,0.8804802,0.6997422,6.9144044,-15.64251,3205.0,18.799517720197034,0.1739926338195801,0.03125,0.51440024,0.18073794,0.16,0.03125,103.7136319478353,2.0345686674118038,0.41358423,-2.8767512,-2.0345688,0.3666143,5.31,18282.0,1.0,9625.353072740882,36,0.15306122448979592,-6.237377723057949e-05,0.14662191,2.008739213148753,-12.76576,6.839589
1.962961196899414,0.8953271,0.84721243,6.1897006,-15.08569,3318.0,18.678625345689845,0.13141207396984098,0.017578125,0.50485504,0.048114713,0.07,0.017578125,87.68317667643228,1.8809426228205366,0.35048848,-3.234744,-1.8809426,0.3066898,4.45,18804.0,1.0,9563.4561769932,37,0.061946902654867256,0.0007700479278961846,0.14517337,1.8543198903401694,-11.8509445,6.12573
2.0157859325408936,1.0301974,0.92018074,6.7052927,-16.428257,3426.0,18.93052540360981,0.15128840506076813,0.0234375,0.56149256,0.110016614,0.11,0.0234375,104.3862959543864,2.0044450064500174,0.40775147,-3.4786549,-2.004445,0.34110135,4.55,19287.0,1.0,9692.429006648223,38,0.1111111111111111,0.0004187828550736095,0.16236833,1.9825149178504946,-12.9496,6.6499147
2.0671520233154297,1.1540648,1.0054741,5.954492,-15.728114,3540.0,19.46809626586832,0.157308429479599,0.025390625000000003,0.53260416,0.14859068,0.1,0.025390625,86.59992281595866,1.8674974441528318,0.42391506,-3.831993,-1.8674973,0.3665626,4.27,19803.0,1.0,9967.66528812458,39,0.11403508771929824,0.0010080474118391663,0.14788145,1.8450790643692019,-11.89612,5.9086003
2.1183979511260986,1.2812378,1.12921,6.686861,-16.68908,3649.0,19.51374563252241,0.1739926338195801,0.03125,0.613693,0.15202783,0.16,0.03125,98.94956525166829,1.9882600208123526,0.44194746,-4.147476,-1.98826,0.3812694,4.64,20307.0,1.0,9991.037763851475,40,0.14678899082568808,0.0002297498285770399,0.1744066,1.9669347802797956,-12.541602,6.5938997
2.1686902046203613,1.3417947,1.3050803,6.3182826,-15.885206,3773.0,19.883777928425484,0.144992396235466,0.021484374999999997,0.5830836,0.03671465,0.1,0.021484375,81.2096783320109,1.829184760649999,0.3839247,-4.6412544,-1.8291848,0.31130734,4.39,20845.0,1.0,10180.494299353848,41,0.08870967741935484,0.0005852232376734432,0.17429173,1.8085874716440835,-11.243952,6.2236304
2.2175071239471436,1.526625,1.3727617,6.8707395,-17.554531,3873.0,20.484701078860873,0.1841746121644974,0.03515625,0.66352826,0.15386328,0.18,0.03515625,100.88754081726076,2.018151481946309,0.4457883,-4.9390144,-2.0181513,0.37404004,4.76,21321.0,1.0,10488.166952376767,42,0.18,0.0012727919965982472,0.19171931,1.9967948098977408,-12.615516,6.7628264
2.2682371139526367,1.6865635,1.5365479,6.106095,-16.528011,3979.0,19.712205736522275,0.19374370574951175,0.0390625,0.67858076,0.15001577,0.2,0.0390625,77.46793905893962,1.8089730143547056,0.4329072,-5.4842186,-1.8089731,0.36588478,5.3,21885.0,1.0,10092.649337099405,43,0.18867924528301888,0.0007789035638173479,0.20026696,1.7845367689927418,-11.043792,6.068444
2.320012092590332,1.8721038,1.6879107,6.2840133,-17.463627,4099.0,19.314348867194695,0.2027866840362549,0.04296874999999999,0.7079849,0.18419322,0.18,0.04296875,84.45882479349771,1.8190909226735434,0.50263095,-5.889479,-1.8190908,0.40591007,4.42,22416.0,1.0,9888.946620003684,44,0.18333333333333332,0.000532862419883413,0.20811008,1.7986324230829875,-11.574147,6.1967278
2.3733720779418945,1.9366252,1.8435125,6.026346,-17.82541,4227.0,18.740634829854162,0.1739926338195801,0.03125,0.6946637,0.093112774,0.14,0.03125,82.29848734537761,1.8227861722310381,0.46294636,-6.2895927,-1.8227861,0.39787492,4.03,22926.0,1.0,9595.205032885331,45,0.1328125,0.00027193687856197184,0.2039258,1.8036851088205972,-11.535818,5.967102
