rew_std_ext,advmean,nsn_loss,epcount,ups,advstd,vpredstd,rew_mean_ext,metricstd,tcount,vfn_loss,tps,eprew_recent,rew_std_int,idn_loss,eplen,eprew,total_secs,n_updates,best_ext_ret,retmean,metric,rew_mean_int,idn_pg_loss,metricmean,retstd,vpredmean
0.0,0.12653062,2.368674000104268,1259.0,21.99540615658923,0.12514867,0.09172854,0.0,0.31328306,10646.0,0.013928668573498726,11261.647952173686,0.0,0.31328306,-0.12791593559086323,8.56,0.0,1.0193030834197998,21,1.0,0.46698734,0.0,2.3851423,-0.1265314339349667,2.3851423,0.09189564,0.34045675
0.07632197,0.18193561,2.355351289113363,1336.0,22.20547843672903,0.22357567,0.0980505,0.005859375,0.32968757,11167.0,0.03828106657601892,11369.204959605264,0.05194805194805195,0.32968757,-0.18343552201986313,6.94,0.04,1.0643370151519775,22,1.0,0.57213783,0.0,2.3732924,-0.18205095827579496,2.3732924,0.19219306,0.39020222
0.0880424,0.17501497,2.3112005591392517,1393.0,23.07123290685266,0.23602737,0.11000803,0.0078125,0.35161766,11664.0,0.03931933788893124,11812.471248308562,0.07017543859649122,0.35161766,-0.17651518620550632,7.85,0.06,1.1076810359954834,23,1.0,0.60964,0.0,2.329571,-0.17513055354356766,2.329571,0.2078347,0.43462503
0.044150993,0.12955621,2.2908276319503784,1452.0,23.034615321247536,0.1855744,0.11310543,0.001953125,0.4094534,12172.0,0.023050685956453282,11793.723044478738,0.01694915254237288,0.4094534,-0.13096758847435314,8.87,0.04,1.1510939598083496,24,1.0,0.6209607,0.0,2.3086698,-0.12958300672471523,2.3086698,0.1414969,0.4914045
0.06237781,0.17689899,2.208103080590566,1515.0,22.73914764194673,0.2274079,0.11978329,0.00390625,0.37763822,12688.0,0.037611679174005985,11642.443592676726,0.047619047619047616,0.37763822,-0.17833581815163296,8.34,0.04,1.1950709819793701,25,1.0,0.7160296,0.0,2.2262452,-0.17695139100154242,2.2262452,0.18451484,0.53913057
0.0,0.11681963,2.2076719204584756,1574.0,22.796617170685046,0.1534557,0.12250462,0.0,0.43880343,13232.0,0.016127472976222634,11671.867991390744,0.0,0.43880343,-0.11821848961214224,8.62,0.02,1.2389371395111084,26,1.0,0.7240828,0.0,2.2256088,-0.11683414379755656,2.2256088,0.09903013,0.6072632
0.0,0.094602525,2.0931328932444258,1635.0,19.31319270811749,0.15082881,0.1265293,0.0,0.41193753,13709.0,0.014109181395421423,9888.354666556155,0.0,0.41193753,-0.09604835448165734,8.35,0.0,1.290715217590332,27,1.0,0.75468206,0.0,2.113628,-0.09466402325779198,2.113628,0.09503811,0.6600796
0.044150993,0.118067265,2.066966076691945,1703.0,21.077540026332453,0.18310441,0.12221894,0.001953125,0.43569678,14252.0,0.021390263844902318,10791.700493482216,0.029411764705882353,0.43569678,-0.1194697432219982,8.37,0.02,1.3381590843200684,28,1.0,0.8186104,0.0,2.0871804,-0.11808549053966998,2.0871804,0.13520123,0.7005431
0.06237781,0.0986761,2.0433597962061567,1773.0,20.473801876385078,0.20395255,0.11538897,0.00390625,0.50890154,14709.0,0.02361162860567371,10482.58656070916,0.02857142857142857,0.50890154,-0.10017057446142039,7.06,0.03,1.3870019912719727,29,1.0,0.84506756,0.0,2.061829,-0.09878671324501434,2.061829,0.16742648,0.7463914
0.0,0.08002964,1.8994500637054441,1832.0,21.75660716971932,0.1351804,0.111165784,0.0,0.41826004,15228.0,0.010702022816985846,11139.382870896292,0.0,0.41826004,-0.08143648846695821,7.97,0.01,1.4329650402069092,30,1.0,0.8798612,0.0,1.9222937,-0.08005319256335497,1.9222937,0.08026167,0.7998316
0.044150993,0.10811066,1.9575594663619995,1907.0,20.775811852350856,0.16886084,0.10618608,0.001953125,0.5786063,15830.0,0.017857743427157402,10637.215668403638,0.013333333333333334,0.5786063,-0.10952523474891981,8.2,0.01,1.481097936630249,31,1.0,0.9466955,0.0,1.9782659,-0.10814218347271283,1.9782659,0.11641136,0.83858484
0.0,0.05844766,1.868919382492701,1986.0,21.015442274353397,0.11884148,0.099979006,0.0,0.57120246,16322.0,0.007568544746997455,10759.90644446894,0.0,0.57120246,-0.05989034567028285,6.55,0.0,1.528681993484497,32,1.0,0.95162606,0.0,1.889022,-0.058507659162084266,1.889022,0.07603062,0.89317834
0.0,0.053628713,1.8031183679898581,2043.0,19.02765478696378,0.11240283,0.09075436,0.0,0.5861646,16771.0,0.006832569177883367,9742.159250925455,0.0,0.5861646,-0.05501637716467182,7.02,0.0,1.5812370777130127,33,1.0,0.99507964,0.0,1.8221625,-0.05363462376408278,1.8221625,0.068346016,0.94145095
0.0,0.051048867,1.811690201361974,2110.0,18.73435678457051,0.114287,0.0856228,0.0,0.6485889,17319.0,0.006919549273637433,9591.990673700102,0.0,0.6485889,-0.05246461213876803,8.19,0.0,1.6346149444580078,34,1.0,1.0131934,0.0,1.8262537,-0.05108288458238046,1.8262537,0.06960024,0.9621446
0.0,0.03999302,1.7685332894325254,2184.0,21.114358636173716,0.09458252,0.07795698,0.0,0.72279096,17864.0,0.004524821706581861,10810.551621720942,0.0,0.72279096,-0.041394183256973825,7.27,0.0,1.681976079940796,35,1.0,1.0348188,0.0,1.7836094,-0.0400124400233229,1.7836094,0.05353543,0.99482584
0.0,0.042426452,1.7225919663906097,2249.0,21.584742535431612,0.08835571,0.07059911,0.0,0.7841783,18391.0,0.004162990682137509,11051.388178140985,0.0,0.7841783,-0.043828248201558985,8.08,0.0,1.7283051013946533,36,1.0,1.0662862,0.0,1.7400813,-0.042446976217130825,1.7400813,0.05363184,1.0238597
0.06237781,0.084059,1.6826342344284058,2317.0,21.587519879769214,0.19939806,0.060994253,0.00390625,0.78567815,18873.0,0.021944754310728364,11052.810178441838,0.014705882352941176,0.78567815,-0.08551276413102946,7.66,0.01,1.7746281623840332,37,1.0,1.132158,0.0,1.6987042,-0.08413176409279306,1.6987042,0.1733132,1.048099
0.044150993,0.065575846,1.7820508778095245,2385.0,20.59858266092397,0.15789753,0.056326974,0.001953125,0.8886697,19416.0,0.013217823560504865,10546.474322393073,0.014705882352941176,0.8886697,-0.06703356808672348,7.5,0.02,1.8231751918792725,38,1.0,1.1572716,0.0,1.7902222,-0.06565276766195893,1.7902222,0.13688858,1.0916958
0.06237781,0.061047364,1.8060027758280437,2452.0,20.14787487510568,0.16165395,0.055320185,0.00390625,0.906041,19901.0,0.013769484018363679,10315.711936054107,0.029850746268656716,0.906041,-0.062469649051005625,7.42,0.03,1.8728082180023193,39,1.0,1.1986172,0.0,1.8140448,-0.0610890310878555,1.8140448,0.14431894,1.1375699
0.044150993,0.061350726,1.745081563790639,2529.0,18.36385288966725,0.14410204,0.055901185,0.001953125,0.9358024,20402.0,0.011155162142434468,9402.292679509632,0.012987012987012988,0.9358024,-0.06279460884009798,6.62,0.01,1.9272630214691162,40,1.0,1.2436645,0.0,1.7516067,-0.06141396961174905,1.7516067,0.12267734,1.1823139
0.044150993,0.027730796,1.6085689266522725,2587.0,21.012810171987958,0.11049955,0.036170743,0.001953125,0.81373155,20827.0,0.00611343041236978,10758.558808057835,0.017241379310344827,0.81373155,-0.029146213152368237,6.91,0.02,1.9748530387878418,41,1.0,1.2616837,0.0,1.616186,-0.027766606285391994,1.616186,0.098654166,1.2339529
0.06237781,0.050143454,1.695384273926417,2661.0,21.79980353532466,0.1574943,0.03796222,0.00390625,0.9064689,21430.0,0.012915213762122827,11161.499410086226,0.02702702702702703,0.9064689,-0.05160895106382669,8.1,0.02,2.0207250118255615,42,1.0,1.3088584,0.0,1.7018667,-0.05022949740911524,1.7018667,0.14534412,1.2587148
0.06237781,0.03162435,1.7184079388777416,2738.0,22.086211072846567,0.096897535,0.03431779,0.00390625,0.8615774,21974.0,0.004805595914755637,11308.140069297442,0.025974025974025976,0.8615774,-0.03304003598168492,7.26,0.03,2.066002130508423,43,1.0,1.3237257,0.0,1.7239015,-0.03166165482252836,1.7239015,0.08420333,1.2921013
0.06237781,0.06482764,1.7518329123655954,2809.0,21.96545692589683,0.18004592,0.038483486,0.00390625,0.94659287,22457.0,0.01723995205247775,11246.313946059177,0.028169014084507043,0.94659287,-0.06629688106477259,6.78,0.02,2.111528158187866,44,1.0,1.3871036,0.0,1.7586575,-0.0649188356474042,1.7586575,0.16988856,1.322276
0.0880424,0.06439887,1.7433283030986786,2877.0,22.160778159953928,0.2073333,0.043440174,0.0078125,0.9507821,23003.0,0.02204181901955356,11346.318417896411,0.058823529411764705,0.9507821,-0.06602488605615993,7.91,0.06,2.1566529273986816,45,1.0,1.4323199,0.0,1.7486725,-0.06464836505862573,1.7486725,0.19021973,1.3679211
0.044150993,0.044154145,1.8129182259241738,2949.0,21.53951706500416,0.14652781,0.045077104,0.001953125,0.936252,23494.0,0.010858697884638481,11028.23273728213,0.013888888888888888,0.936252,-0.04566195995236436,6.89,0.02,2.2030792236328125,46,1.0,1.4616842,0.0,1.8188657,-0.04428724222816527,1.8188657,0.121898435,1.4175301
0.07632197,0.058617435,1.7832542061805725,3020.0,20.293906463193952,0.18245624,0.032844212,0.005859375,0.85685164,24025.0,0.017394866529987972,10390.480109155304,0.04225352112676056,0.85685164,-0.060176309547387064,7.38,0.04,2.2523550987243652,47,1.0,1.5224516,0.0,1.7893922,-0.05880391704461847,1.7893922,0.1779613,1.463834
0.09833747,0.06013623,1.6319502294063568,3111.0,21.41185479383522,0.23560712,0.028290901,0.009765625,0.8154681,24557.0,0.028335994832256496,10962.869654443633,0.054945054945054944,0.8154681,-0.06201973460459461,6.01,0.06,2.299058198928833,48,1.0,1.577282,0.0,1.6364301,-0.06065038866169441,1.6364301,0.2279587,1.5171456
0.10761701,0.067684054,1.742909630139669,3183.0,20.642478886548417,0.24999414,0.03133877,0.01171875,0.87230945,25033.0,0.031752351904287934,10568.94918991279,0.08333333333333333,0.87230945,-0.06985716275327528,6.3,0.07,2.3475019931793213,49,1.0,1.6395808,0.0,1.7485595,-0.06849420241390665,1.7485595,0.2455718,1.5718967
0.09833747,0.07791326,1.7377162079016368,3265.0,21.23859533635466,0.22901309,0.030055754,0.009765625,0.8169514,25592.0,0.02700692748961349,10874.160812213586,0.04878048780487805,0.8169514,-0.08028841212702294,6.82,0.05,2.3945860862731934,50,1.0,1.7044466,0.0,1.7454628,-0.07893692664219998,1.7454628,0.23125798,1.6265332
0.09833747,0.09078726,1.8159594039122267,3342.0,21.576414788598356,0.24261643,0.03512505,0.009765625,0.8465509,26129.0,0.030783741560298953,11047.124371762358,0.06493506493506493,0.8465509,-0.09345039263522874,7.04,0.06,2.4409329891204834,51,1.0,1.7845716,0.0,1.8247324,-0.09211610766457548,1.8247324,0.2425933,1.6937842
0.09833747,0.030568715,1.6207222839196525,3434.0,20.932271990018716,0.1853562,0.0335938,0.009765625,0.7591078,26630.0,0.01716283499263227,10717.323258889583,0.06521739130434782,0.7591078,-0.032442247271925836,5.87,0.07,2.488706111907959,52,1.0,1.8119452,0.0,1.6291335,-0.03112838283414021,1.6291335,0.19293602,1.7813764
0.09833747,0.063364,1.839408616224925,3520.0,21.97616016179653,0.23301579,0.05010848,0.009765625,0.87711877,27172.0,0.027933141604686774,11251.794002839822,0.046511627906976744,0.87711877,-0.06559190830254617,6.28,0.05,2.534209966659546,53,1.0,1.8891401,0.0,1.8482606,-0.06430035186349414,1.8482606,0.23934919,1.8257762
0.12401959,0.08022288,1.8545512954394023,3596.0,21.643999050499005,0.26048914,0.053527746,0.015625,0.85984087,27652.0,0.034808662079740316,11081.72751385549,0.11842105263157894,0.85984087,-0.08257803639086585,6.25,0.09,2.5804121494293213,54,1.0,1.956751,0.0,1.8664244,-0.0813058375303323,1.8664244,0.2714762,1.8765281
0.12401959,0.08502292,1.8083377679189045,3680.0,20.986000340234764,0.23956257,0.053270932,0.015625,0.8140852,28121.0,0.029784949573998645,10744.832174200199,0.07142857142857142,0.8140852,-0.08713740836052845,5.84,0.08,2.6280629634857178,55,1.0,2.0387907,0.0,1.8215909,-0.08588201118012269,1.8215909,0.2528367,1.9537678
0.16308302,0.16370392,1.8758451739947002,3763.0,22.99433132682039,0.33416545,0.06624261,0.02734375,0.8415217,28647.0,0.06077981398751339,11773.09763933204,0.14457831325301204,0.8415217,-0.1667116433382034,6.06,0.13,2.6715519428253174,56,1.0,2.2131376,0.0,1.8872532,-0.16548350639641285,1.8872532,0.35750023,2.0494337
0.1512884,0.120577365,1.8039315044879913,3855.0,22.056014219155895,0.31554386,0.0767366,0.0234375,0.8003171,29197.0,0.05099233604657154,11292.679280207818,0.13043478260869565,0.8003171,-0.12440840209213395,6.2,0.13,2.716891050338745,57,1.0,2.3101084,0.0,1.8169127,-0.12321134028024971,1.8169127,0.3480143,2.1895308
0.17916662,0.16667095,1.828274796406428,3945.0,21.543389268122308,0.36536023,0.09473979,0.033203125,0.7814278,29702.0,0.07105853563795486,11030.215305278622,0.18888888888888888,0.7814278,-0.17091304754527906,5.62,0.18,2.7633090019226074,58,1.0,2.492168,0.0,1.8416874,-0.16975503725310168,1.8416874,0.40394047,2.325497
0.17399263,0.12043026,1.7739732364813485,4045.0,20.168995662585715,0.28702316,0.11291484,0.03125,0.7640802,30206.0,0.04248032711135844,10326.525779243886,0.15,0.7640802,-0.12349956653391321,5.04,0.15,2.81289005279541,59,1.0,2.5865536,0.0,1.7894998,-0.12236488851097724,1.7894998,0.34093535,2.4661236
0.18902981,0.17934325,1.8682036201159158,4139.0,18.949769131373735,0.3499227,0.13959548,0.037109375,0.79417706,30710.0,0.06733841511110464,9702.281795263352,0.22340425531914893,0.79417706,-0.18295688337335986,5.29,0.22,2.865661144256592,60,1.0,2.805088,0.0,1.8841019,-0.18188429996371272,1.8841019,0.40163785,2.625745
0.19832635,0.23013768,1.9394195477167764,4226.0,21.187312780671135,0.3391636,0.16414982,0.041015625,0.78869396,31206.0,0.06573357619345187,10847.904143703621,0.2413793103448276,0.78869396,-0.23420766989390057,5.62,0.23,2.9128592014312744,61,1.0,3.041804,0.0,1.9627839,-0.23315376726289594,1.9627839,0.39293858,2.8116665
0.19832635,0.21018887,1.8413437902927396,4318.0,22.56324405162165,0.34850875,0.1691278,0.041015625,0.72845846,31724.0,0.06678538676351309,11552.380954430284,0.25,0.72845846,-0.2135827417174975,5.73,0.25,2.957179069519043,62,1.0,3.2422035,0.0,1.8623817,-0.2126015250881513,1.8623817,0.41807392,3.0320144
0.21955071,0.22667892,1.74747367699941,4415.0,22.018730838688,0.3458007,0.2067329,0.05078125,0.676777,32297.0,0.06939515968163808,11273.590189408256,0.25773195876288657,0.676777,-0.23021647644539675,5.8,0.25,3.0025949478149414,63,1.0,3.5163898,0.0,1.7673821,-0.22927912200490633,1.7673821,0.42329484,3.2897112
0.24206147,0.32642347,1.8070957660675049,4505.0,22.073076902836032,0.3967214,0.23710342,0.0625,0.6824921,32798.0,0.09964669278512399,11301.415374252048,0.3333333333333333,0.6824921,-0.33092299476265913,5.72,0.33,3.047899007797241,64,1.0,3.8936403,0.0,1.829256,-0.3300168241063754,1.829256,0.4824732,3.5672169
0.23849727,0.2593999,1.6432211796442668,4613.0,21.696172149803434,0.355457,0.22337086,0.060546875,0.61452913,33319.0,0.07112223841249943,11108.440140699358,0.28703703703703703,0.61452913,-0.26327971120675403,4.78,0.29,3.0939900875091553,65,1.0,4.09951,0.0,1.6596104,-0.2623930263022582,1.6596104,0.441941,3.8401103
0.2714141,0.3828752,1.7321144342422488,4697.0,22.345904879621095,0.3866347,0.2654472,0.080078125,0.61639935,33794.0,0.10258405003696681,11441.103298366,0.4642857142857143,0.61639935,-0.3885057965914409,5.5,0.44,3.1387410163879395,66,1.0,4.596409,0.0,1.7527406,-0.387636893739303,1.7527406,0.46345484,4.2135334
0.26836818,0.32412553,1.62418869137764,4799.0,22.198544550001323,0.35627964,0.27270344,0.078125,0.60314596,34350.0,0.08014767399678628,11365.654809600677,0.38235294117647056,0.60314596,-0.32767057542999584,5.5,0.39,3.183789014816284,67,1.0,4.909028,0.0,1.6417394,-0.32684090112646424,1.6417394,0.46443146,4.584903
0.28027174,0.39650244,1.6498506069183352,4888.0,22.41696596545237,0.3565802,0.28323993,0.0859375,0.6369948,34853.0,0.0920178166901072,11477.486574311613,0.48314606741573035,0.6369948,-0.40063217779000604,5.57,0.48,3.228398084640503,68,1.0,5.3853507,0.0,1.6666718,-0.3998403449853261,1.6666718,0.44482034,4.988848
0.31210914,0.38347477,1.6063238978385925,4987.0,22.142995158880577,0.40340942,0.30560377,0.109375,0.6018231,35387.0,0.10401324244836965,11337.213521346855,0.5454545454545454,0.6018231,-0.3878359223405521,5.43,0.55,3.273559093475342,69,1.0,5.80457,0.0,1.6240352,-0.3870841711759567,1.6240352,0.49912116,5.421095
0.28027174,0.31399044,1.5801667670408888,5086.0,22.13271277578137,0.44063625,0.29990518,0.0859375,0.59882915,35882.0,0.11189614112178486,11331.948941200062,0.45454545454545453,0.59882915,-0.3188834910591444,5.03,0.46,3.3187410831451416,70,1.0,6.1476808,0.0,1.5963963,-0.3181658883889516,1.5963963,0.52225995,5.8336897
0.30964887,0.3713314,1.5353046556313834,5185.0,21.824986080685196,0.36232972,0.3161572,0.107421875,0.6055369,36416.0,0.0901291159292062,11174.39287331082,0.5454545454545454,0.6055369,-0.37441388269265496,5.38,0.54,3.364560127258301,71,1.0,6.611457,0.0,1.5498853,-0.37374167641003925,1.5498853,0.47496766,6.2401257
0.30715647,0.26008427,1.463441471258799,5291.0,22.094587903115354,0.3816382,0.32011566,0.10546875,0.54797953,36967.0,0.08105845966686806,11312.429006395061,0.5,0.54797953,-0.263535151258111,5.14,0.51,3.409820079803467,72,1.0,6.913891,0.0,1.4767674,-0.26287624426186085,1.4767674,0.49597517,6.653807
0.31693628,0.38368958,1.4514162441094718,5391.0,22.45380814467042,0.39274794,0.31772164,0.11328125,0.5763272,37473.0,0.10365027530739705,11496.349770071254,0.56,0.5763272,-0.38682149598995846,5.06,0.56,3.4543559551239014,73,1.0,7.371468,0.0,1.466569,-0.38623034829894703,1.466569,0.49801934,6.9877787
0.328491,0.3674342,1.4395187298456829,5485.0,21.546930786657693,0.31267846,0.3365555,0.123046875,0.59200454,37993.0,0.06953550378481546,11032.028562768739,0.648936170212766,0.59200454,-0.36976730823516846,5.52,0.65,3.5007662773132324,74,1.0,7.8264837,0.0,1.4540138,-0.3691909462213517,1.4540138,0.412684,7.459049
0.32164356,0.4142937,1.4276200930277507,5574.0,22.090747733940074,0.31853837,0.3275728,0.1171875,0.59626436,38465.0,0.07750532558808723,11310.462839777318,0.6067415730337079,0.59626436,-0.4168227426707744,5.44,0.64,3.546034097671509,75,1.0,8.315813,0.0,1.4438684,-0.41628633687893546,1.4438684,0.41930148,7.9015193
0.31453803,0.3308066,1.3651885986328125,5670.0,22.059958344728926,0.33645487,0.30936998,0.111328125,0.55959505,38975.0,0.07213182064394155,11294.69867250121,0.6041666666666666,0.55959505,-0.333612165103356,5.34,0.61,3.591365098953247,76,1.0,8.70043,0.0,1.3809536,-0.3330859790245692,1.3809536,0.43788895,8.369622
0.3435502,0.41771284,1.288935899734497,5764.0,21.1256314816587,0.30269155,0.31177017,0.13671875,0.53708136,39503.0,0.07604335124293962,10816.323318609255,0.7446808510638298,0.53708136,-0.42082270483175926,5.68,0.76,3.6387009620666504,77,1.0,9.236319,0.0,1.3050263,-0.42032472292582196,1.3050263,0.42588452,8.818605
0.35359114,0.3949728,1.2483810285727186,5855.0,20.16569868071849,0.2785443,0.3150426,0.14648438,0.5465693,40004.0,0.061527607341607414,10324.837724527866,0.7582417582417582,0.5465693,-0.3971777334809304,5.56,0.76,3.6882901191711426,78,1.0,9.74036,0.0,1.2644889,-0.3967202429970106,1.2644889,0.40863124,9.345387
0.33292046,0.35000145,1.2334730923175812,5951.0,20.569892842254973,0.31834477,0.32431358,0.12695312,0.5602036,40523.0,0.0701160617172718,10531.785135234546,0.6666666666666666,0.5602036,-0.35176383703947073,5.43,0.68,3.7369048595428467,79,1.0,10.168157,0.0,1.2482684,-0.35133237267533934,1.2482684,0.42500713,9.818155
0.3456038,0.3499207,1.1834596296151478,6047.0,19.530828440114924,0.2550887,0.3223898,0.13867188,0.5521013,41047.0,0.05079631910969813,9999.784161338841,0.6979166666666666,0.5521013,-0.3514665775001049,5.55,0.71,3.7881059646606445,80,1.0,10.637897,0.0,1.1976727,-0.351055725167195,1.1976727,0.37611994,10.287976
