# {"t_start": 1636398183.690388, "env_id": "FrozenLake-v1"} 
r,l,t
0.0,11,0.018934
0.0,3,0.021656
0.0,16,0.063853
0.0,8,0.094333
0.0,10,0.10295
0.0,14,0.139478
0.0,21,0.182047
0.0,9,0.213626
0.0,6,0.218307
0.0,14,0.253745
0.0,5,0.258024
0.0,10,0.290523
0.0,5,0.294425
0.0,5,0.32299
0.0,13,0.333393
0.0,2,0.33512
0.0,2,0.361465
0.0,4,0.364651
0.0,15,0.402238
0.0,14,0.438878
0.0,6,0.443435
0.0,14,0.478933
0.0,3,0.481206
0.0,14,0.517269
0.0,7,0.523352
0.0,15,0.560619
0.0,2,0.562281
0.0,2,0.563936
0.0,14,0.599599
0.0,4,0.603032
0.0,10,0.635281
0.0,11,0.669103
0.0,5,0.673492
0.0,2,0.675418
0.0,16,0.713415
0.0,6,0.718585
0.0,9,0.75115
0.0,4,0.754512
0.0,15,0.791618
0.0,7,0.797645
0.0,9,0.829561
0.0,3,0.832117
0.0,5,0.836294
0.0,11,0.870116
0.0,3,0.872885
0.0,6,0.878146
0.0,11,0.911396
0.0,13,0.946596
0.0,6,0.951737
0.0,6,0.981059
0.0,7,0.986438
0.0,11,1.01964
1.0,9,1.026957
0.0,2,1.02879
0.0,8,1.05949
0.0,3,1.062233
0.0,7,1.068171
0.0,2,1.069822
0.0,2,1.095703
0.0,3,1.098255
0.0,5,1.102342
1.0,10,1.135149
0.0,7,1.140626
0.0,14,1.176379
0.0,8,1.18291
0.0,7,1.213609
0.0,2,1.215499
0.0,6,1.220736
0.0,5,1.249148
0.0,7,1.254694
0.0,3,1.257305
0.0,6,1.262372
0.0,2,1.288849
0.0,5,1.292754
0.0,9,1.300242
0.0,4,1.328423
0.0,10,1.336271
0.0,8,1.367529
0.0,2,1.369316
0.0,6,1.374627
0.0,4,1.378164
0.0,9,1.409759
0.0,4,1.413377
0.0,10,1.445818
0.0,3,1.448165
0.0,5,1.451993
0.0,7,1.481968
0.0,2,1.483526
0.0,3,1.486301
0.0,16,1.523847
0.0,6,1.52877
0.0,2,1.530568
0.0,6,1.560076
0.0,4,1.563239
0.0,7,1.568772
0.0,9,1.600531
0.0,7,1.606161
0.0,5,1.634632
0.0,7,1.639977
0.0,12,1.674821
0.0,5,1.678936
0.0,5,1.68298
0.0,8,1.714172
0.0,9,1.721809
0.0,8,1.753135
0.0,10,1.761698
0.0,2,1.763526
0.0,4,1.791335
0.0,4,1.794788
0.0,11,1.828369
0.0,4,1.831547
0.0,3,1.833808
0.0,4,1.837174
0.0,2,1.838627
0.0,7,1.869077
0.0,8,1.87565
0.0,4,1.879274
0.0,5,1.908613
0.0,5,1.913106
0.0,5,1.917696
0.0,8,1.948949
0.0,2,1.950513
0.0,9,1.957651
0.0,2,1.983561
0.0,2,1.985375
0.0,2,1.986918
0.0,5,1.991217
0.0,8,2.022224
0.0,8,2.028618
0.0,10,2.061516
0.0,5,2.066118
0.0,2,2.068108
0.0,19,2.108944
0.0,3,2.11146
0.0,3,2.138505
0.0,3,2.140877
0.0,2,2.142627
0.0,14,2.179643
0.0,4,2.183034
1.0,12,2.217764
0.0,2,2.219449
0.0,4,2.222812
0.0,2,2.224604
0.0,10,2.257557
0.0,3,2.260182
0.0,5,2.264789
0.0,3,2.267472
0.0,4,2.295913
0.0,5,2.300124
0.0,10,2.309011
0.0,7,2.34026
0.0,7,2.346755
0.0,8,2.37822
0.0,13,2.390019
0.0,5,2.418857
0.0,6,2.424078
0.0,3,2.426667
1.0,12,2.461749
0.0,2,2.463592
0.0,2,2.465323
0.0,4,2.468982
1.0,18,2.534328
0.0,11,2.544068
0.0,4,2.547658
0.0,8,2.578915
0.0,6,2.583817
0.0,3,2.586568
0.0,6,2.616489
0.0,4,2.620086
0.0,4,2.623556
1.0,20,2.665547
0.0,5,2.694766
0.0,4,2.698388
0.0,4,2.702124
0.0,2,2.703917
0.0,3,2.706509
0.0,2,2.732635
0.0,7,2.738864
0.0,5,2.743335
1.0,11,2.777472
0.0,4,2.780956
0.0,3,2.783583
0.0,7,2.814087
0.0,4,2.817914
0.0,8,2.825129
0.0,11,2.858851
0.0,5,2.86326
1.0,9,2.896362
0.0,8,2.903461
0.0,4,2.93155
0.0,7,2.93766
1.0,13,2.973852
1.0,9,2.981919
1.0,9,3.014363
