# {"t_start": 1636398183.6873999, "env_id": "FrozenLake-v1"} 
r,l,t
0.0,9,0.020024
0.0,12,0.059877
0.0,11,0.068535
0.0,7,0.098102
0.0,3,0.100752
0.0,2,0.102497
0.0,3,0.105018
0.0,3,0.107562
0.0,2,0.133548
0.0,31,0.184975
0.0,7,0.214955
0.0,2,0.216564
0.0,2,0.218112
0.0,19,0.257621
0.0,17,0.29579
0.0,6,0.325165
0.0,5,0.329034
0.0,7,0.334557
0.0,13,0.37011
0.0,11,0.404322
0.0,5,0.408481
0.0,9,0.416252
0.0,14,0.451825
0.0,8,0.48264
0.0,3,0.484978
0.0,3,0.487281
0.0,17,0.52628
0.0,6,0.531451
0.0,23,0.599545
1.0,19,0.639034
0.0,4,0.642314
0.0,4,0.645875
0.0,10,0.679187
0.0,4,0.682745
0.0,2,0.684406
0.0,3,0.711545
0.0,3,0.713838
0.0,9,0.721514
0.0,11,0.755727
0.0,5,0.76001
0.0,9,0.791992
0.0,13,0.803063
0.0,4,0.830887
0.0,12,0.841073
0.0,4,0.868932
0.0,3,0.87127
0.0,20,0.912816
0.0,11,0.94627
0.0,2,0.947824
0.0,3,0.950363
1.0,8,0.957248
0.0,3,0.983989
0.0,2,0.98556
0.0,2,0.98712
0.0,5,0.990992
0.0,3,0.993321
0.0,2,0.994838
0.0,4,1.022574
0.0,6,1.027415
0.0,13,1.062407
0.0,2,1.0643
0.0,10,1.072743
0.0,3,1.09943
0.0,5,1.103573
0.0,8,1.11031
0.0,8,1.141168
0.0,2,1.142722
0.0,7,1.148137
0.0,5,1.176659
0.0,2,1.178484
0.0,12,1.21298
0.0,3,1.215696
0.0,10,1.224557
0.0,33,1.300606
0.0,13,1.335976
0.0,5,1.340197
0.0,6,1.369769
0.0,4,1.373162
1.0,18,1.412683
0.0,10,1.445597
0.0,6,1.450287
0.0,9,1.457357
0.0,3,1.484114
0.0,6,1.489219
0.0,3,1.491675
0.0,10,1.52442
0.0,3,1.526781
0.0,4,1.530045
0.0,10,1.562991
0.0,2,1.56463
0.0,5,1.568657
0.0,4,1.571709
0.0,8,1.60266
0.0,6,1.60745
0.0,8,1.638386
0.0,8,1.644682
0.0,5,1.648851
0.0,8,1.680046
0.0,8,1.686795
0.0,7,1.717102
0.0,10,1.72563
0.0,2,1.727336
0.0,2,1.753684
0.0,7,1.759416
0.0,7,1.765606
0.0,4,1.793458
0.0,15,1.830511
0.0,3,1.832941
0.0,16,1.870419
0.0,4,1.873594
0.0,9,1.881345
0.0,5,1.910595
0.0,9,1.918786
0.0,8,1.950258
0.0,9,1.957421
0.0,4,1.960582
0.0,3,1.987258
0.0,4,1.990618
0.0,10,1.999217
0.0,8,2.030032
0.0,3,2.032329
0.0,4,2.03552
0.0,3,2.062735
0.0,6,2.068124
0.0,13,2.104536
0.0,5,2.108482
0.0,11,2.142268
0.0,4,2.145557
0.0,4,2.148965
0.0,4,2.152639
0.0,15,2.190307
0.0,2,2.192166
0.0,6,2.221535
0.0,10,2.230449
0.0,8,2.261487
0.0,2,2.2631
0.0,3,2.265972
0.0,3,2.268627
0.0,4,2.27227
0.0,8,2.303839
0.0,12,2.339853
0.0,5,2.344155
0.0,3,2.347023
0.0,2,2.348788
0.0,3,2.351408
0.0,3,2.378755
0.0,4,2.382141
0.0,2,2.383933
0.0,3,2.386695
0.0,13,2.422764
0.0,5,2.426952
0.0,8,2.458496
0.0,2,2.460389
0.0,18,2.500899
0.0,9,2.508901
0.0,4,2.537259
0.0,3,2.539838
0.0,10,2.548817
0.0,3,2.55146
0.0,7,2.581835
0.0,5,2.585896
0.0,5,2.590376
0.0,4,2.618446
1.0,17,2.657652
0.0,5,2.662235
0.0,5,2.666731
0.0,2,2.668478
0.0,3,2.695944
0.0,2,2.697684
0.0,2,2.699542
0.0,4,2.703288
0.0,2,2.705035
0.0,3,2.707718
0.0,6,2.737205
0.0,3,2.739935
0.0,3,2.7427
0.0,5,2.747296
0.0,11,2.781234
0.0,2,2.783118
0.0,4,2.786497
0.0,4,2.814368
0.0,6,2.819952
0.0,7,2.826269
0.0,3,2.853465
0.0,2,2.855172
0.0,3,2.857667
0.0,2,2.859226
0.0,9,2.867115
0.0,3,2.894597
0.0,4,2.898326
0.0,2,2.90026
1.0,12,2.93534
0.0,2,2.936981
0.0,3,2.939747
0.0,2,2.941433
0.0,4,2.945166
0.0,5,2.97408
0.0,3,2.976739
0.0,13,3.013157
0.0,4,3.016485
1.0,9,3.024632
0.0,4,3.052877
0.0,3,3.055492
0.0,4,3.059122
0.0,2,3.060999
0.0,2,3.062778
0.0,11,3.097393
0.0,8,3.104388
0.0,4,3.132659
0.0,2,3.134421
0.0,4,3.137772
0.0,3,3.14059
0.0,3,3.143171
0.0,7,3.174154
0.0,6,3.179523
0.0,3,3.182264
1.0,7,3.212928
0.0,8,3.22016
1.0,14,3.257391
0.0,6,3.262752
0.0,8,3.294501
0.0,2,3.296479
0.0,3,3.299365
0.0,4,3.302907
0.0,2,3.304754
0.0,3,3.332151
0.0,3,3.334785
0.0,9,3.342802
0.0,3,3.345491
0.0,7,3.376159
0.0,2,3.377981
0.0,4,3.381755
0.0,2,3.383582
0.0,3,3.410997
0.0,5,3.415051
1.0,7,3.420821
0.0,2,3.42253
0.0,7,3.453173
1.0,7,3.459941
0.0,6,3.489533
0.0,4,3.493164
0.0,3,3.495903
0.0,2,3.49789
0.0,3,3.500551
0.0,3,3.503186
0.0,3,3.530321
1.0,7,3.536699
1.0,6,3.542272
0.0,4,3.570216
0.0,7,3.576469
0.0,3,3.579248
