# {"t_start": 1636398183.691124, "env_id": "FrozenLake-v1"} 
r,l,t
0.0,4,0.011362
0.0,6,0.01727
0.0,9,0.054629
0.0,4,0.057713
0.0,10,0.065693
0.0,3,0.091961
0.0,9,0.09968
0.0,4,0.103069
0.0,6,0.13243
0.0,4,0.136049
0.0,5,0.140429
0.0,5,0.169322
0.0,2,0.171011
1.0,16,0.209058
0.0,6,0.213672
0.0,6,0.218361
0.0,6,0.247598
0.0,4,0.250659
0.0,31,0.324591
0.0,2,0.326167
0.0,4,0.329303
0.0,10,0.362311
0.0,11,0.371705
0.0,5,0.400668
0.0,9,0.408363
0.0,3,0.411029
0.0,11,0.444293
0.0,5,0.448159
0.0,6,0.47739
0.0,5,0.481312
0.0,7,0.486874
0.0,13,0.522642
0.0,11,0.556551
0.0,19,0.596591
0.0,8,0.603111
0.0,2,0.60481
0.0,2,0.630708
0.0,7,0.636106
0.0,2,0.637847
0.0,8,0.669182
0.0,3,0.671882
0.0,14,0.708638
0.0,5,0.712702
0.0,10,0.72124
0.0,4,0.749468
0.0,9,0.757152
0.0,10,0.790118
1.0,12,0.824841
0.0,4,0.827998
0.0,22,0.87118
0.0,2,0.873049
0.0,5,0.877438
0.0,2,0.903628
0.0,6,0.908361
0.0,6,0.913183
0.0,8,0.944157
0.0,3,0.946707
0.0,13,0.981911
0.0,4,0.984948
0.0,2,0.986535
0.0,10,1.018931
0.0,6,1.023749
0.0,2,1.025317
0.0,7,1.055604
0.0,17,1.094194
0.0,6,1.099098
0.0,8,1.105812
0.0,11,1.139059
0.0,8,1.145211
0.0,10,1.177897
0.0,7,1.183919
0.0,2,1.210281
0.0,15,1.22342
1.0,11,1.256593
0.0,4,1.259895
0.0,5,1.288898
0.0,3,1.291224
1.0,12,1.325967
0.0,10,1.3339
0.0,15,1.371204
0.0,12,1.405652
0.0,9,1.41351
0.0,12,1.447452
0.0,5,1.451282
0.0,4,1.454462
0.0,6,1.48364
1.0,13,1.5192
0.0,8,1.525411
0.0,6,1.530661
0.0,4,1.558504
0.0,5,1.562531
0.0,15,1.598999
0.0,4,1.602203
0.0,4,1.605448
0.0,25,1.674874
0.0,4,1.678224
0.0,5,1.682277
0.0,2,1.684046
0.0,7,1.714295
0.0,8,1.721102
0.0,14,1.757497
0.0,23,1.801818
0.0,3,1.828466
0.0,2,1.83003
0.0,2,1.831569
1.0,17,1.869944
0.0,4,1.873318
0.0,6,1.878564
0.0,4,1.906954
0.0,5,1.911541
0.0,2,1.913345
0.0,5,1.917817
0.0,12,1.952125
0.0,5,1.956091
0.0,6,1.985405
0.0,13,2.020707
0.0,3,2.023141
0.0,10,2.031054
0.0,6,2.060808
0.0,16,2.099994
0.0,8,2.1064
0.0,4,2.109866
0.0,4,2.137795
0.0,10,2.146266
0.0,2,2.148032
1.0,23,2.217052
0.0,5,2.221201
0.0,6,2.226789
0.0,3,2.229313
0.0,10,2.262311
0.0,4,2.265875
0.0,6,2.296004
0.0,7,2.301929
0.0,8,2.309199
0.0,2,2.336215
0.0,4,2.339556
1.0,12,2.375097
0.0,3,2.377509
1.0,13,2.389309
0.0,7,2.419886
0.0,3,2.422351
0.0,3,2.425075
1.0,13,2.46104
0.0,2,2.462882
0.0,3,2.465602
0.0,7,2.496339
0.0,3,2.499094
0.0,7,2.505244
0.0,4,2.533617
0.0,4,2.537109
0.0,8,2.544224
0.0,12,2.578981
0.0,7,2.584911
0.0,5,2.613966
0.0,7,2.620241
0.0,5,2.624471
0.0,5,2.653206
0.0,3,2.655899
0.0,4,2.65955
0.0,2,2.661352
0.0,3,2.663969
0.0,2,2.66566
0.0,6,2.695898
0.0,4,2.699646
0.0,6,2.70492
0.0,11,2.73904
0.0,2,2.740818
0.0,2,2.742628
0.0,2,2.744641
0.0,6,2.774306
0.0,3,2.77676
0.0,2,2.778524
0.0,5,2.782872
0.0,2,2.784532
0.0,2,2.810723
0.0,7,2.817204
1.0,11,2.851564
0.0,2,2.853162
0.0,4,2.856503
1.0,13,2.892815
0.0,3,2.895658
0.0,2,2.897479
0.0,2,2.899169
0.0,4,2.902752
0.0,8,2.934321
0.0,4,2.937796
0.0,7,2.968818
0.0,4,2.972111
0.0,3,2.974812
0.0,4,2.978495
0.0,3,2.981213
0.0,18,3.02193
0.0,11,3.056377
0.0,3,3.059117
0.0,4,3.062824
0.0,8,3.094585
1.0,15,3.132386
1.0,7,3.138675
0.0,2,3.140577
0.0,3,3.167984
0.0,2,3.169706
0.0,6,3.175018
1.0,8,3.182175
0.0,8,3.213638
0.0,3,3.216501
0.0,7,3.247409
0.0,9,3.255332
0.0,9,3.288264
0.0,3,3.290858
0.0,10,3.300241
0.0,7,3.331119
0.0,5,3.335356
0.0,3,3.33811
0.0,5,3.367353
1.0,7,3.373412
0.0,10,3.407371
1.0,8,3.413799
0.0,3,3.416355
0.0,4,3.41969
0.0,3,3.44674
1.0,7,3.453257
0.0,6,3.458935
0.0,2,3.460655
1.0,7,3.491432
1.0,8,3.49866
0.0,3,3.525771
0.0,2,3.527521
0.0,2,3.529328
0.0,2,3.531069
0.0,5,3.535838
1.0,6,3.565711
1.0,7,3.571844
0.0,2,3.573781
0.0,2,3.575652
1.0,7,3.606819
0.0,2,3.608494
1.0,9,3.616833
1.0,7,3.647442
0.0,4,3.651237
0.0,3,3.653918
0.0,4,3.657586
0.0,2,3.659426
1.0,8,3.69056
0.0,5,3.695138
0.0,4,3.698914
0.0,4,3.727165
1.0,9,3.735409
0.0,5,3.739894
1.0,9,3.772348
0.0,3,3.775086
0.0,4,3.778438
0.0,4,3.806153
1.0,8,3.81303
1.0,14,3.849962
1.0,6,3.855667
1.0,7,3.885895
0.0,2,3.887547
0.0,4,3.891188
1.0,7,3.89741
0.0,5,3.926451
0.0,3,3.928947
1.0,9,3.937028
1.0,6,3.967446
0.0,2,3.969199
1.0,8,3.976278
0.0,3,4.002828
1.0,8,4.010227
0.0,3,4.012996
1.0,8,4.044552
1.0,9,4.052512
0.0,5,4.081248
1.0,7,4.087513
0.0,2,4.089426
0.0,2,4.091198
1.0,6,4.121059
0.0,3,4.123749
1.0,8,4.130972
1.0,7,4.161629
1.0,6,4.166887
1.0,8,4.174201
0.0,4,4.201623
1.0,6,4.206577
1.0,10,4.238611
1.0,7,4.244567
0.0,5,4.24917
0.0,3,4.251655
1.0,8,4.283425
0.0,3,4.285946
1.0,8,4.318698
0.0,2,4.320443
1.0,9,4.328397
0.0,2,4.33039
0.0,3,4.35734
1.0,6,4.362296
0.0,2,4.364076
1.0,8,4.371394
0.0,2,4.397641
1.0,6,4.40259
0.0,3,4.405262
1.0,9,4.43793
0.0,3,4.440736
1.0,6,4.446112
1.0,8,4.477732
1.0,6,4.482852
0.0,5,4.487279
0.0,3,4.489923
1.0,6,4.519966
1.0,6,4.525287
0.0,3,4.527966
0.0,3,4.555383
1.0,6,4.560432
0.0,4,4.56406
0.0,2,4.565896
0.0,2,4.56762
0.0,3,4.594622
1.0,6,4.600098
1.0,7,4.606374
1.0,6,4.636362
1.0,6,4.641721
0.0,4,4.645132
1.0,7,4.675938
1.0,7,4.682094
1.0,9,4.714317
0.0,4,4.717551
0.0,3,4.720186
1.0,6,4.725602
0.0,3,4.75232
0.0,5,4.756432
1.0,6,4.761721
1.0,7,4.792739
1.0,6,4.797851
0.0,2,4.799643
1.0,6,4.80499
1.0,6,4.834892
1.0,8,4.841872
0.0,5,4.87073
1.0,8,4.877766
0.0,4,4.88132
1.0,7,4.911918
1.0,8,4.918961
0.0,2,4.92082
1.0,7,4.951376
1.0,6,4.956329
1.0,6,4.961437
0.0,2,4.963245
1.0,6,4.993004
1.0,6,4.998423
1.0,6,5.028158
0.0,5,5.032408
1.0,6,5.037661
1.0,6,5.068313
0.0,2,5.070242
0.0,2,5.072096
0.0,2,5.073882
1.0,7,5.080166
1.0,7,5.111116
1.0,6,5.116389
1.0,9,5.14901
1.0,7,5.155306
1.0,6,5.160453
0.0,3,5.188068
1.0,6,5.193393
1.0,8,5.200444
0.0,3,5.228233
0.0,3,5.230968
1.0,6,5.236315
1.0,6,5.241783
1.0,7,5.272607
0.0,3,5.275404
1.0,7,5.281547
1.0,6,5.311532
1.0,6,5.316904
0.0,2,5.318731
1.0,7,5.349343
1.0,7,5.35515
1.0,6,5.360538
1.0,7,5.390194
1.0,7,5.396573
1.0,7,5.427482
1.0,6,5.432386
1.0,7,5.438692
1.0,6,5.468213
1.0,7,5.474259
1.0,6,5.503692
1.0,7,5.509663
1.0,9,5.517577
0.0,2,5.543909
1.0,6,5.549265
1.0,6,5.554566
1.0,7,5.585061
1.0,6,5.590242
1.0,6,5.595508
1.0,6,5.625192
1.0,7,5.631327
1.0,7,5.662201
1.0,6,5.667506
1.0,6,5.672892
1.0,6,5.702211
1.0,6,5.707114
1.0,6,5.712479
0.0,3,5.739427
0.0,3,5.741982
1.0,6,5.747163
1.0,6,5.752457
1.0,6,5.782158
1.0,6,5.787676
1.0,6,5.792911
0.0,2,5.819312
1.0,6,5.824709
0.0,3,5.8274
0.0,3,5.829971
1.0,6,5.859869
1.0,6,5.865027
1.0,7,5.8714
1.0,6,5.900988
1.0,7,5.907005
1.0,6,5.936379
1.0,6,5.941788
1.0,6,5.947252
1.0,8,5.978622
0.0,2,5.980285
1.0,7,5.986539
1.0,7,6.017051
1.0,6,6.022086
1.0,6,6.027419
0.0,3,6.054517
0.0,2,6.056167
1.0,6,6.06133
1.0,6,6.06665
0.0,3,6.093304
0.0,5,6.097458
1.0,7,6.103635
1.0,7,6.134037
0.0,3,6.136362
1.0,6,6.141717
0.0,3,6.144492
0.0,3,6.171756
1.0,6,6.176812
1.0,6,6.182068
1.0,8,6.21366
1.0,6,6.218871
1.0,6,6.224168
1.0,6,6.253687
1.0,6,6.259022
1.0,8,6.290121
1.0,6,6.295163
1.0,6,6.30054
1.0,6,6.329622
1.0,6,6.334716
1.0,6,6.33994
0.0,3,6.367301
0.0,2,6.368969
1.0,6,6.374264
1.0,6,6.379573
0.0,3,6.406724
1.0,6,6.411708
1.0,7,6.417787
1.0,6,6.447686
1.0,7,6.453752
1.0,6,6.458903
1.0,6,6.488172
1.0,6,6.49333
1.0,6,6.498713
0.0,2,6.524839
1.0,6,6.529971
1.0,6,6.535207
1.0,6,6.56508
1.0,6,6.570373
0.0,3,6.5729
1.0,8,6.604414
1.0,6,6.60963
1.0,6,6.614872
0.0,3,6.642277
1.0,6,6.647456
1.0,6,6.652763
0.0,3,6.65543
1.0,6,6.68476
1.0,6,6.690071
1.0,6,6.695334
0.0,2,6.721678
1.0,6,6.726861
1.0,6,6.73217
1.0,6,6.761838
1.0,7,6.768038
0.0,4,6.771477
1.0,6,6.801292
1.0,6,6.806202
1.0,6,6.811622
0.0,3,6.838601
1.0,7,6.844656
1.0,6,6.84995
1.0,6,6.879739
1.0,6,6.884928
0.0,3,6.887473
1.0,7,6.918141
1.0,7,6.924307
1.0,6,6.929607
0.0,3,6.956853
1.0,7,6.962753
1.0,6,6.968036
1.0,6,6.997884
0.0,2,6.999507
1.0,6,7.004812
1.0,6,7.010051
0.0,2,7.036371
1.0,6,7.04144
1.0,6,7.046779
1.0,6,7.076364
1.0,6,7.081227
1.0,6,7.08603
0.0,3,7.113144
1.0,6,7.118477
0.0,2,7.120239
1.0,6,7.125586
0.0,3,7.152695
1.0,6,7.157619
1.0,7,7.163901
1.0,6,7.193392
1.0,6,7.198452
1.0,6,7.203682
0.0,3,7.230717
1.0,6,7.235657
1.0,6,7.240951
1.0,7,7.271468
1.0,7,7.277731
1.0,6,7.283064
0.0,3,7.310057
1.0,6,7.31532
1.0,7,7.321705
0.0,3,7.348828
1.0,6,7.353964
1.0,6,7.359245
0.0,5,7.387636
1.0,6,7.39282
1.0,6,7.398068
1.0,7,7.428179
1.0,6,7.43327
1.0,7,7.439337
0.0,3,7.466178
1.0,6,7.471242
1.0,7,7.477647
0.0,3,7.505008
1.0,6,7.510062
1.0,6,7.515373
1.0,7,7.545789
1.0,6,7.550922
1.0,6,7.556227
0.0,3,7.583271
1.0,6,7.588176
1.0,6,7.59346
1.0,7,7.624192
1.0,7,7.630305
1.0,6,7.635923
1.0,6,7.665607
1.0,6,7.670919
1.0,6,7.676174
1.0,6,7.705389
1.0,6,7.710607
1.0,6,7.740106
1.0,7,7.746463
1.0,6,7.751792
1.0,6,7.781339
1.0,6,7.786273
1.0,7,7.792373
1.0,6,7.822176
1.0,6,7.827357
1.0,6,7.832724
0.0,2,7.859019
