# {"t_start": 1636398183.686794, "env_id": "FrozenLake-v1"} 
r,l,t
0.0,10,0.021525
0.0,33,0.102229
0.0,5,0.106462
0.0,7,0.136695
0.0,5,0.141219
0.0,8,0.172814
0.0,3,0.175276
0.0,2,0.17685
0.0,5,0.181327
0.0,12,0.215536
0.0,8,0.221844
0.0,10,0.254142
0.0,6,0.25903
0.0,7,0.289439
0.0,3,0.291805
0.0,8,0.297945
0.0,15,0.33436
0.0,6,0.364231
0.0,4,0.367377
0.0,7,0.373405
0.0,4,0.376888
0.0,3,0.403963
0.0,5,0.408184
0.0,4,0.411738
0.0,9,0.444009
0.0,14,0.454624
0.0,6,0.483987
0.0,2,0.48556
0.0,8,0.491916
0.0,11,0.525984
0.0,8,0.557648
0.0,7,0.563394
0.0,5,0.567452
0.0,14,0.603133
0.0,4,0.606535
0.0,5,0.634972
0.0,8,0.641163
0.0,3,0.643857
0.0,8,0.675284
0.0,7,0.681675
0.0,14,0.717732
0.0,2,0.719494
0.0,2,0.721285
0.0,14,0.75802
0.0,6,0.763126
0.0,3,0.790227
0.0,12,0.800409
0.0,10,0.833096
0.0,3,0.835651
0.0,6,0.840724
0.0,8,0.871852
0.0,6,0.877288
0.0,10,0.910231
0.0,4,0.913395
0.0,13,0.948406
0.0,9,0.956114
0.0,2,0.957826
0.0,4,0.985338
0.0,6,0.989955
0.0,4,0.993121
0.0,18,1.032322
0.0,9,1.064056
0.0,2,1.065763
0.0,2,1.067549
0.0,13,1.1026
0.0,24,1.146485
0.0,9,1.178303
0.0,3,1.180666
0.0,8,1.187401
0.0,3,1.214543
0.0,2,1.216267
0.0,2,1.218131
0.0,4,1.221643
0.0,11,1.255217
0.0,10,1.263212
0.0,3,1.265899
0.0,2,1.292356
0.0,7,1.297783
0.0,6,1.302946
0.0,8,1.334245
0.0,8,1.340773
0.0,6,1.370345
0.0,4,1.373741
0.0,10,1.382605
0.0,6,1.411676
0.0,4,1.415048
0.0,2,1.416904
0.0,15,1.453297
1.0,12,1.487057
1.0,14,1.523441
0.0,16,1.561169
0.0,8,1.567601
0.0,3,1.570004
0.0,3,1.572291
1.0,21,1.638119
0.0,18,1.677486
0.0,14,1.689185
0.0,2,1.715167
0.0,4,1.718537
0.0,8,1.725319
0.0,3,1.727913
0.0,2,1.754262
0.0,2,1.755872
0.0,8,1.762628
0.0,2,1.764369
0.0,16,1.802648
0.0,4,1.806078
0.0,16,1.843054
0.0,6,1.872609
0.0,16,1.911171
0.0,6,1.916634
0.0,10,1.950008
0.0,5,1.954029
0.0,5,1.958
0.0,2,1.959592
0.0,10,1.992144
0.0,9,1.999795
0.0,11,2.032908
0.0,4,2.036096
0.0,3,2.063301
0.0,7,2.069644
0.0,3,2.072451
0.0,5,2.077068
0.0,5,2.105918
0.0,5,2.109857
0.0,6,2.114963
0.0,4,2.142843
0.0,5,2.146988
1.0,16,2.185732
0.0,3,2.188432
0.0,12,2.222947
0.0,3,2.22545
0.0,5,2.230025
0.0,9,2.262063
0.0,3,2.264563
0.0,9,2.272845
0.0,5,2.302099
0.0,5,2.306183
0.0,8,2.313422
0.0,3,2.341291
0.0,4,2.344731
0.0,5,2.349365
0.0,12,2.384504
0.0,7,2.390894
0.0,2,2.392635
0.0,10,2.425737
0.0,6,2.431115
0.0,6,2.460969
0.0,3,2.463529
0.0,5,2.467982
0.0,2,2.469859
0.0,4,2.498146
0.0,4,2.501466
0.0,5,2.506049
0.0,3,2.50857
0.0,7,2.539494
0.0,7,2.545685
1.0,16,2.584039
0.0,3,2.586475
0.0,2,2.588304
0.0,3,2.590955
0.0,2,2.617324
0.0,5,2.621752
0.0,2,2.623597
0.0,13,2.659221
0.0,3,2.662013
0.0,5,2.66643
0.0,9,2.699243
0.0,6,2.704808
0.0,4,2.708294
0.0,3,2.73535
0.0,2,2.736981
0.0,8,2.744201
0.0,4,2.747875
1.0,7,2.778569
0.0,2,2.780224
0.0,3,2.782786
0.0,9,2.814947
0.0,5,2.819499
0.0,6,2.825132
0.0,4,2.828632
0.0,3,2.855751
1.0,10,2.864016
0.0,7,2.895169
0.0,3,2.897927
0.0,4,2.901736
0.0,3,2.904325
0.0,6,2.934178
0.0,3,2.936781
0.0,3,2.93951
0.0,4,2.942968
0.0,10,2.976376
1.0,11,2.986458
0.0,4,3.014603
0.0,4,3.017896
0.0,2,3.019769
0.0,2,3.021688
1.0,7,3.052599
1.0,7,3.058837
0.0,3,3.061575
0.0,4,3.065361
0.0,2,3.067085
0.0,4,3.095244
0.0,3,3.097972
0.0,15,3.135815
1.0,6,3.141163
0.0,9,3.17395
0.0,5,3.178353
0.0,9,3.186433
1.0,11,3.220732
0.0,11,3.255108
0.0,2,3.256994
0.0,4,3.26073
0.0,4,3.264195
0.0,3,3.291677
0.0,3,3.294203
0.0,2,3.296038
0.0,3,3.298845
1.0,10,3.332729
0.0,3,3.335366
0.0,2,3.337011
0.0,4,3.340552
0.0,3,3.343381
0.0,6,3.373291
0.0,2,3.375102
0.0,4,3.378557
0.0,3,3.381441
0.0,2,3.383295
1.0,6,3.413287
0.0,4,3.416467
0.0,3,3.418892
0.0,3,3.4214
1.0,7,3.451945
1.0,8,3.45953
0.0,3,3.462329
0.0,2,3.46407
0.0,3,3.490941
1.0,11,3.50113
0.0,2,3.502882
1.0,9,3.535326
1.0,6,3.541052
0.0,3,3.543772
0.0,4,3.571651
0.0,2,3.573373
0.0,3,3.576082
1.0,9,3.584477
0.0,2,3.611062
0.0,5,3.615597
0.0,3,3.618195
0.0,2,3.620147
0.0,7,3.650752
0.0,5,3.655492
1.0,6,3.660915
0.0,7,3.691441
0.0,6,3.69658
0.0,4,3.7003
1.0,7,3.731407
0.0,5,3.735861
0.0,2,3.73783
1.0,7,3.744149
0.0,2,3.770355
1.0,7,3.776591
0.0,2,3.778427
1.0,11,3.812094
1.0,9,3.819988
0.0,3,3.822892
1.0,6,3.852634
0.0,7,3.858963
0.0,2,3.860815
0.0,2,3.862647
0.0,2,3.888472
0.0,4,3.891813
0.0,2,3.893537
0.0,3,3.896432
1.0,9,3.928963
1.0,11,3.938515
1.0,8,3.970795
1.0,9,3.978879
0.0,5,4.00706
0.0,3,4.009896
1.0,7,4.016352
1.0,6,4.046166
1.0,6,4.051247
0.0,3,4.053938
1.0,9,4.086406
1.0,7,4.092714
0.0,3,4.095457
0.0,3,4.097984
0.0,3,4.125266
1.0,7,4.131663
1.0,6,4.137166
0.0,7,4.167492
0.0,4,4.171076
0.0,4,4.174761
0.0,5,4.179377
1.0,10,4.211599
1.0,6,4.216687
1.0,6,4.245523
1.0,9,4.253412
1.0,6,4.283252
1.0,6,4.288525
0.0,3,4.291154
0.0,2,4.292988
0.0,2,4.295102
1.0,7,4.326527
1.0,6,4.331805
0.0,2,4.333668
1.0,9,4.365756
0.0,2,4.367407
1.0,6,4.372871
0.0,2,4.374732
1.0,6,4.404318
1.0,6,4.409523
0.0,2,4.411467
1.0,8,4.44309
1.0,9,4.451237
1.0,6,4.481209
0.0,4,4.484499
1.0,6,4.489862
0.0,2,4.49148
1.0,7,4.522482
1.0,6,4.527757
0.0,3,4.530547
0.0,5,4.559627
1.0,7,4.565566
0.0,4,4.569244
1.0,7,4.599881
0.0,3,4.602482
1.0,6,4.607856
0.0,3,4.610636
1.0,6,4.640617
1.0,6,4.645981
1.0,6,4.6513
0.0,2,4.652974
1.0,6,4.682659
0.0,2,4.68439
1.0,8,4.69147
1.0,6,4.721011
1.0,6,4.726223
0.0,2,4.72808
1.0,8,4.759145
1.0,7,4.765073
1.0,6,4.770702
0.0,2,4.796978
0.0,2,4.798914
1.0,7,4.804893
1.0,9,4.837497
1.0,6,4.842641
1.0,7,4.848941
1.0,6,4.878414
1.0,6,4.883722
1.0,6,4.888971
0.0,2,4.915312
1.0,6,4.920477
1.0,7,4.926754
0.0,4,4.954812
1.0,6,4.959757
1.0,6,4.964851
0.0,2,4.966647
1.0,6,4.996332
1.0,6,5.001822
1.0,10,5.034997
1.0,7,5.04108
1.0,6,5.046676
0.0,2,5.073572
0.0,2,5.075381
1.0,8,5.082634
1.0,6,5.11254
1.0,6,5.11804
1.0,7,5.124321
0.0,2,5.126083
1.0,6,5.155922
1.0,8,5.162999
1.0,7,5.194061
0.0,3,5.196743
1.0,6,5.201964
0.0,5,5.206442
1.0,6,5.236965
1.0,6,5.242288
1.0,6,5.272605
1.0,8,5.279626
1.0,6,5.284898
0.0,3,5.312346
1.0,6,5.317585
1.0,6,5.322973
1.0,7,5.353586
1.0,7,5.359367
1.0,6,5.364782
1.0,6,5.393589
1.0,6,5.399013
1.0,6,5.404339
0.0,2,5.430868
1.0,8,5.437455
1.0,6,5.442933
1.0,7,5.473271
1.0,8,5.480325
0.0,2,5.482215
1.0,6,5.511307
1.0,6,5.516551
1.0,6,5.521835
0.0,2,5.548142
1.0,6,5.553508
1.0,7,5.559682
0.0,3,5.586691
0.0,2,5.588554
1.0,6,5.593639
1.0,6,5.598927
0.0,3,5.625706
1.0,6,5.631122
1.0,6,5.636611
1.0,7,5.667361
0.0,2,5.669113
1.0,6,5.674509
0.0,3,5.677131
1.0,7,5.707272
1.0,6,5.712222
1.0,6,5.717604
1.0,6,5.74713
1.0,6,5.752401
1.0,7,5.782869
1.0,6,5.788186
0.0,3,5.790992
0.0,3,5.793666
0.0,5,5.822543
1.0,6,5.827965
0.0,3,5.830688
1.0,6,5.83604
1.0,6,5.86593
1.0,7,5.871978
1.0,7,5.90276
1.0,6,5.907654
1.0,7,5.913884
0.0,3,5.940609
0.0,2,5.94238
1.0,6,5.947833
0.0,2,5.949604
1.0,6,5.954958
0.0,2,5.981158
1.0,7,5.98722
1.0,6,5.992538
0.0,3,6.019714
1.0,6,6.024694
1.0,6,6.02993
1.0,8,6.061262
1.0,7,6.067341
1.0,6,6.072636
0.0,4,6.099991
1.0,6,6.105098
1.0,6,6.110604
1.0,7,6.140591
1.0,6,6.145932
1.0,6,6.176001
1.0,6,6.181074
1.0,8,6.188286
0.0,2,6.190009
1.0,6,6.219426
0.0,3,6.22223
1.0,7,6.228408
1.0,6,6.25793
1.0,6,6.263257
1.0,6,6.268462
1.0,6,6.297627
0.0,5,6.302175
1.0,6,6.307432
0.0,2,6.333077
1.0,6,6.338023
0.0,2,6.339839
1.0,7,6.345878
0.0,2,6.372405
1.0,7,6.378522
1.0,6,6.383817
0.0,3,6.410969
0.0,2,6.412755
1.0,6,6.417708
1.0,6,6.423076
0.0,3,6.450185
1.0,7,6.456198
1.0,6,6.461438
1.0,6,6.490951
1.0,6,6.495794
1.0,6,6.501309
0.0,3,6.528276
1.0,6,6.533398
0.0,3,6.536165
1.0,6,6.541378
1.0,6,6.570943
1.0,6,6.576315
1.0,6,6.581566
0.0,4,6.60944
1.0,6,6.614793
1.0,7,6.620853
1.0,6,6.650648
1.0,6,6.656024
0.0,3,6.658767
0.0,3,6.685645
1.0,6,6.69079
1.0,6,6.696124
1.0,7,6.726825
1.0,6,6.732091
0.0,3,6.734612
0.0,2,6.736397
1.0,6,6.766067
1.0,6,6.771243
1.0,7,6.777521
1.0,6,6.807241
1.0,6,6.812358
1.0,6,6.817579
0.0,4,6.845443
1.0,6,6.8507
1.0,6,6.856053
1.0,6,6.885525
0.0,3,6.888245
1.0,6,6.8936
1.0,6,6.923417
1.0,6,6.928536
1.0,6,6.933826
0.0,5,6.962806
1.0,6,6.967948
0.0,2,6.969602
1.0,6,6.974932
0.0,4,7.003028
1.0,6,7.008218
1.0,7,7.014294
0.0,2,7.040615
1.0,6,7.0457
1.0,6,7.050994
1.0,6,7.08061
1.0,6,7.085477
1.0,6,7.090294
0.0,3,7.117409
1.0,6,7.122738
1.0,6,7.128103
0.0,5,7.156907
1.0,6,7.161852
1.0,6,7.167175
0.0,5,7.195959
1.0,6,7.200891
1.0,6,7.206179
1.0,7,7.236682
1.0,6,7.241683
1.0,6,7.247086
0.0,3,7.274039
1.0,6,7.279304
1.0,6,7.284586
1.0,8,7.316171
1.0,7,7.322307
1.0,8,7.353919
1.0,6,7.359106
1.0,6,7.364398
1.0,6,7.393661
1.0,6,7.398976
1.0,6,7.404143
0.0,3,7.430757
1.0,6,7.435735
1.0,6,7.440969
0.0,2,7.442744
0.0,3,7.469691
1.0,6,7.474658
1.0,6,7.48001
1.0,7,7.510816
1.0,6,7.516045
1.0,6,7.521269
0.0,3,7.54829
1.0,6,7.553328
1.0,6,7.558648
1.0,8,7.589995
1.0,6,7.595083
1.0,6,7.600379
1.0,6,7.630131
1.0,7,7.636207
1.0,6,7.666449
1.0,6,7.671547
1.0,6,7.676898
0.0,5,7.705522
1.0,6,7.710484
1.0,6,7.715745
1.0,7,7.746202
1.0,6,7.751588
1.0,6,7.756906
0.0,3,7.783762
1.0,6,7.788606
0.0,2,7.7905
1.0,6,7.795816
0.0,3,7.823021
1.0,6,7.828281
1.0,6,7.833451
0.0,2,7.835258
0.0,3,7.862425
1.0,6,7.867658
1.0,6,7.872946
1.0,7,7.903394
1.0,6,7.908649
1.0,6,7.91396
0.0,3,7.940716
1.0,7,7.946647
1.0,6,7.951916
1.0,6,7.980885
1.0,6,7.985995
1.0,6,7.991291
0.0,3,8.018473
1.0,7,8.024365
1.0,6,8.02963
1.0,6,8.059425
1.0,6,8.064568
1.0,6,8.069906
0.0,3,8.097122
1.0,6,8.102082
1.0,6,8.107355
0.0,5,8.136136
1.0,6,8.141049
1.0,6,8.146348
0.0,2,8.148174
0.0,3,8.175472
1.0,6,8.180769
1.0,6,8.186084
1.0,7,8.216246
1.0,6,8.221243
1.0,6,8.226524
0.0,3,8.253729
1.0,6,8.258878
1.0,6,8.264129
1.0,7,8.294868
1.0,6,8.299766
1.0,6,8.305069
0.0,3,8.332146
1.0,6,8.337183
1.0,6,8.342523
1.0,7,8.37271
1.0,6,8.378017
1.0,6,8.383442
0.0,3,8.411549
1.0,6,8.416901
1.0,6,8.422187
0.0,5,8.45122
1.0,6,8.456133
1.0,6,8.46142
1.0,7,8.492201
1.0,6,8.497465
1.0,6,8.50269
0.0,3,8.529638
1.0,6,8.534713
1.0,6,8.54001
1.0,7,8.570791
1.0,6,8.575758
1.0,6,8.581109
0.0,3,8.608174
1.0,6,8.613389
1.0,6,8.618647
1.0,7,8.649209
1.0,6,8.654376
1.0,6,8.659559
0.0,3,8.686668
1.0,6,8.691539
1.0,6,8.696764
1.0,7,8.727233
1.0,6,8.732041
1.0,7,8.738129
1.0,6,8.767459
1.0,6,8.772741
1.0,6,8.778049
1.0,6,8.807564
1.0,6,8.812809
1.0,6,8.842484
1.0,6,8.847803
1.0,6,8.853001
1.0,7,8.88304
1.0,6,8.88805
1.0,6,8.893289
0.0,3,8.920497
1.0,6,8.925733
1.0,6,8.931061
1.0,7,8.961627
1.0,6,8.966603
1.0,6,8.971875
0.0,3,8.999239
1.0,6,9.004438
1.0,6,9.009672
1.0,7,9.040009
1.0,6,9.045236
1.0,6,9.050466
0.0,3,9.077469
1.0,6,9.082566
1.0,6,9.087761
0.0,5,9.116612
1.0,6,9.121829
1.0,6,9.127082
1.0,7,9.157286
1.0,6,9.162469
1.0,6,9.16771
0.0,3,9.194958
1.0,6,9.200057
1.0,6,9.205327
1.0,7,9.235916
1.0,6,9.241129
1.0,6,9.246352
0.0,3,9.273252
1.0,6,9.278309
1.0,6,9.283623
1.0,7,9.314361
1.0,6,9.319549
1.0,6,9.324816
0.0,3,9.351632
1.0,6,9.356552
1.0,6,9.361844
1.0,7,9.392438
1.0,6,9.397694
1.0,6,9.402937
0.0,3,9.43005
1.0,6,9.434946
