# {"t_start": 1636398183.6930501, "env_id": "FrozenLake-v1"} 
r,l,t
0.0,11,0.016341
0.0,9,0.053493
1.0,9,0.060418
0.0,4,0.063809
0.0,2,0.089261
0.0,14,0.101189
0.0,4,0.128945
0.0,22,0.172478
0.0,3,0.175202
0.0,7,0.205567
0.0,8,0.211781
0.0,4,0.21493
0.0,24,0.283273
0.0,10,0.29098
0.0,4,0.294054
0.0,16,0.331667
0.0,3,0.358849
0.0,5,0.36277
0.0,4,0.366238
0.0,5,0.370722
0.0,4,0.398782
0.0,16,0.437096
0.0,7,0.44242
0.0,11,0.475501
0.0,4,0.478608
0.0,4,0.481729
0.0,11,0.515512
0.0,5,0.519846
0.0,12,0.554678
0.0,3,0.557242
0.0,11,0.590866
0.0,2,0.592431
0.0,10,0.600429
0.0,7,0.630318
0.0,11,0.639429
0.0,6,0.669155
0.0,13,0.680558
0.0,2,0.706753
0.0,4,0.709918
0.0,4,0.71336
0.0,21,0.756147
0.0,5,0.784838
0.0,3,0.787398
0.0,6,0.792493
0.0,33,0.869316
0.0,11,0.903268
0.0,2,0.904832
0.0,18,0.943998
0.0,2,0.945814
0.0,4,0.949125
0.0,15,0.98542
0.0,15,1.021876
0.0,7,1.02781
0.0,10,1.060497
0.0,15,1.097229
0.0,12,1.131714
0.0,3,1.134022
0.0,6,1.138774
0.0,8,1.169477
0.0,4,1.172947
0.0,4,1.176011
0.0,5,1.180323
0.0,10,1.213781
0.0,7,1.219877
0.0,4,1.247398
0.0,6,1.252078
0.0,2,1.253835
0.0,5,1.258032
0.0,18,1.297629
0.0,3,1.324887
0.0,4,1.3281
0.0,5,1.332013
0.0,3,1.334628
0.0,2,1.336351
0.0,18,1.376444
0.0,4,1.403783
0.0,6,1.408885
0.0,2,1.410763
0.0,7,1.440779
0.0,5,1.444731
0.0,8,1.451006
0.0,8,1.481753
0.0,2,1.483683
0.0,4,1.486963
0.0,3,1.489431
0.0,3,1.516449
0.0,3,1.518871
0.0,6,1.523545
0.0,14,1.55983
0.0,7,1.565328
0.0,6,1.594706
0.0,4,1.597934
0.0,4,1.601095
0.0,17,1.639112
0.0,5,1.643297
0.0,6,1.672987
0.0,8,1.679524
0.0,5,1.708213
0.0,15,1.720906
0.0,3,1.74815
0.0,6,1.752793
0.0,7,1.759084
0.0,5,1.787906
0.0,8,1.794741
0.0,9,1.826595
0.0,3,1.82893
0.0,15,1.865655
0.0,2,1.86721
0.0,8,1.87397
0.0,6,1.904137
0.0,4,1.907815
0.0,4,1.91148
0.0,4,1.915101
0.0,2,1.916759
0.0,2,1.943036
0.0,3,1.945533
0.0,6,1.950239
0.0,3,1.952601
0.0,9,1.9843
0.0,9,1.992027
0.0,3,2.018826
0.0,2,2.020422
0.0,13,2.03097
0.0,4,2.058921
0.0,4,2.062587
0.0,4,2.066312
0.0,4,2.069792
0.0,4,2.09813
0.0,2,2.099766
0.0,9,2.107197
0.0,13,2.142569
0.0,8,2.14981
0.0,8,2.181373
0.0,3,2.183877
0.0,8,2.215164
0.0,5,2.219338
0.0,7,2.225728
0.0,4,2.253323
0.0,2,2.254961
0.0,5,2.259337
0.0,7,2.265824
0.0,7,2.296703
0.0,11,2.306401
0.0,5,2.335942
0.0,9,2.344158
0.0,4,2.347642
0.0,4,2.375639
0.0,3,2.378388
0.0,4,2.38202
0.0,10,2.41545
0.0,11,2.424993
0.0,4,2.452947
0.0,2,2.454817
1.0,14,2.491982
0.0,11,2.501527
0.0,8,2.533327
0.0,8,2.540432
0.0,5,2.545065
0.0,5,2.573979
0.0,11,2.583045
0.0,5,2.612079
0.0,7,2.618356
0.0,8,2.64968
0.0,2,2.651319
0.0,3,2.654037
0.0,8,2.661169
0.0,2,2.662934
0.0,7,2.694031
0.0,6,2.699544
0.0,2,2.701302
0.0,6,2.730814
0.0,9,2.738932
0.0,4,2.742773
0.0,11,2.776636
0.0,3,2.779133
0.0,9,2.811474
0.0,3,2.814392
0.0,7,2.820722
0.0,5,2.849695
0.0,2,2.851274
0.0,8,2.857908
0.0,10,2.891763
0.0,6,2.897285
0.0,3,2.89994
0.0,3,2.927269
0.0,2,2.928951
0.0,3,2.931426
0.0,11,2.941268
0.0,4,2.969414
0.0,8,2.976616
0.0,9,3.009204
0.0,5,3.013615
0.0,4,3.017244
1.0,14,3.054492
0.0,4,3.058171
1.0,8,3.090038
0.0,5,3.094406
0.0,2,3.096207
0.0,5,3.100678
0.0,7,3.131359
1.0,8,3.138689
0.0,6,3.168602
0.0,2,3.170339
1.0,7,3.176722
0.0,3,3.179393
0.0,3,3.206533
0.0,3,3.209027
0.0,4,3.212656
0.0,7,3.219201
0.0,7,3.249817
1.0,10,3.258844
0.0,6,3.288972
0.0,8,3.296499
0.0,2,3.298373
0.0,7,3.329233
0.0,7,3.335328
0.0,2,3.337253
0.0,9,3.369791
1.0,8,3.377168
0.0,5,3.406309
1.0,6,3.411121
0.0,5,3.415251
0.0,6,3.444868
0.0,3,3.447674
0.0,5,3.452451
1.0,6,3.457909
1.0,10,3.491421
0.0,4,3.495002
0.0,3,3.497659
0.0,4,3.525632
0.0,5,3.530101
0.0,4,3.533977
1.0,8,3.565503
0.0,2,3.567258
0.0,3,3.569958
0.0,2,3.571896
0.0,2,3.573784
0.0,2,3.575633
0.0,7,3.606605
0.0,3,3.609454
0.0,7,3.615814
0.0,2,3.617571
0.0,4,3.645555
0.0,2,3.647338
0.0,3,3.650243
0.0,3,3.6529
0.0,7,3.683695
0.0,6,3.68867
0.0,5,3.693252
0.0,4,3.697029
1.0,8,3.728758
0.0,3,3.731668
1.0,9,3.764237
1.0,7,3.770463
1.0,6,3.775718
0.0,2,3.777461
0.0,3,3.804264
0.0,3,3.806675
1.0,6,3.812062
1.0,6,3.842173
0.0,2,3.843906
1.0,7,3.849976
0.0,2,3.851876
0.0,3,3.854669
0.0,3,3.881432
1.0,6,3.886524
0.0,3,3.889301
1.0,7,3.895547
0.0,7,3.92619
0.0,2,3.927992
