# {"t_start": 1636380128.8822222, "env_id": "FrozenLake-v0"} 
r,l,t
0.0,5,0.034073
0.0,3,0.047422
0.0,16,0.165187
0.0,16,0.256807
0.0,5,0.26697
0.0,2,0.270795
0.0,4,0.340384
0.0,6,0.353184
0.0,5,0.363449
0.0,15,0.45184
0.0,2,0.455693
0.0,19,0.552348
0.0,19,0.657546
0.0,4,0.726262
0.0,6,0.738804
0.0,40,0.936426
0.0,2,0.940835
0.0,10,1.024766
0.0,6,1.036559
0.0,4,1.102983
0.0,8,1.119317
0.0,8,1.19503
0.0,20,1.295293
0.0,7,1.309614
0.0,5,1.319664
0.0,2,1.382286
0.0,9,1.399402
0.0,3,1.405479
0.0,6,1.476159
0.0,13,1.501113
0.0,20,1.658531
0.0,24,1.765537
0.0,2,1.769454
0.0,6,1.781476
0.0,16,1.87229
0.0,4,1.940678
0.0,11,1.963243
0.0,10,2.041133
0.0,11,2.122237
0.0,11,2.1448
0.0,8,2.219655
0.0,18,2.313507
0.0,9,2.331033
0.0,3,2.337447
0.0,46,2.603725
0.0,3,2.609818
0.0,23,2.773938
0.0,5,2.783492
0.0,8,2.798594
1.0,18,2.893182
0.0,14,2.978563
0.0,7,3.05116
0.0,22,3.154279
0.0,4,3.162422
0.0,6,3.234467
0.0,10,3.254469
1.0,20,3.352507
0.0,9,3.430044
0.0,14,3.516199
0.0,6,3.527549
0.0,19,3.623333
1.0,30,3.7996
0.0,3,3.805395
0.0,4,3.813411
0.0,9,3.889824
0.0,22,3.992727
0.0,9,4.068507
0.0,11,4.089854
0.0,3,4.15443
0.0,4,4.16263
0.0,3,4.168414
1.0,8,4.184133
0.0,9,4.261658
0.0,4,4.26943
0.0,8,4.344401
0.0,6,4.368028
0.0,5,4.379817
1.0,15,4.473152
0.0,7,4.545138
0.0,2,4.549467
1.0,17,4.64224
0.0,3,4.648178
0.0,2,4.652407
0.0,8,4.668037
0.0,4,4.734832
0.0,14,4.821489
1.0,26,4.932284
1.0,6,4.945036
0.0,6,5.015296
0.0,3,5.021515
1.0,10,5.099983
1.0,7,5.114916
0.0,8,5.131813
0.0,3,5.197388
0.0,4,5.205649
0.0,3,5.211997
0.0,7,5.226796
0.0,4,5.294066
1.0,12,5.318091
0.0,3,5.382675
0.0,3,5.389118
0.0,8,5.405617
0.0,6,5.476981
0.0,9,5.495774
1.0,10,5.578126
0.0,8,5.594977
0.0,10,5.676026
0.0,2,5.680186
0.0,4,5.688486
0.0,4,5.697158
1.0,11,5.779591
0.0,5,5.790268
1.0,7,5.864381
0.0,4,5.873183
0.0,2,5.877812
0.0,5,5.888398
0.0,6,5.959648
0.0,4,5.968442
0.0,9,5.987561
0.0,7,6.061872
0.0,9,6.081369
0.0,7,6.154928
0.0,2,6.15943
0.0,4,6.168071
0.0,10,6.249093
1.0,8,6.266455
0.0,2,6.270768
0.0,3,6.277586
0.0,2,6.340422
0.0,4,6.349513
0.0,3,6.356066
0.0,7,6.371673
0.0,5,6.441677
0.0,14,6.529715
0.0,4,6.538375
0.0,4,6.547496
0.0,2,6.551884
0.0,3,6.558885
0.0,4,6.626585
0.0,2,6.631635
0.0,3,6.638359
0.0,9,6.658592
0.0,3,6.724416
0.0,3,6.730714
0.0,5,6.741916
0.0,2,6.746131
0.0,4,6.754659
0.0,3,6.820799
1.0,7,6.836755
1.0,8,6.854041
0.0,4,6.924799
0.0,2,6.929521
0.0,3,6.936066
0.0,2,6.941269
0.0,6,6.955693
0.0,3,7.020895
1.0,6,7.033991
0.0,3,7.040646
0.0,3,7.04715
0.0,3,7.053862
0.0,2,7.117778
0.0,3,7.124897
0.0,3,7.131559
0.0,2,7.135818
1.0,14,7.225924
0.0,3,7.232387
1.0,7,7.247401
0.0,5,7.317113
0.0,3,7.323744
0.0,7,7.33908
0.0,4,7.408276
1.0,7,7.423955
0.0,2,7.428212
0.0,3,7.435348
0.0,3,7.441613
1.0,6,7.513158
0.0,2,7.517659
1.0,6,7.530618
0.0,5,7.601459
0.0,5,7.61258
0.0,5,7.623276
0.0,3,7.630221
0.0,4,7.698962
0.0,5,7.71037
0.0,5,7.721501
0.0,2,7.7259
0.0,3,7.732534
1.0,8,7.809786
1.0,6,7.82311
0.0,3,7.829671
0.0,2,7.892699
0.0,3,7.899092
0.0,4,7.90811
0.0,2,7.912534
0.0,2,7.916676
0.0,3,7.922865
0.0,7,7.998939
0.0,2,8.00346
0.0,2,8.008262
1.0,7,8.023615
0.0,2,8.087132
0.0,5,8.098536
1.0,8,8.116477
0.0,3,8.181975
0.0,2,8.186699
0.0,3,8.193798
0.0,3,8.200421
1.0,6,8.214174
0.0,4,8.281927
1.0,6,8.296113
0.0,5,8.309925
0.0,3,8.3165
0.0,3,8.383805
0.0,3,8.390434
0.0,4,8.399685
0.0,3,8.406386
0.0,2,8.411203
0.0,9,8.489759
0.0,3,8.496551
0.0,4,8.505315
0.0,3,8.511995
1.0,6,8.584387
0.0,3,8.590917
0.0,5,8.602112
1.0,7,8.676711
1.0,6,8.689659
1.0,6,8.703745
0.0,3,8.770057
0.0,3,8.776925
0.0,2,8.781346
1.0,7,8.79678
0.0,3,8.803359
0.0,3,8.869642
1.0,6,8.882838
0.0,3,8.889244
0.0,3,8.896247
0.0,3,8.90276
0.0,3,8.969242
0.0,2,8.973824
0.0,3,8.980622
1.0,6,8.99377
1.0,7,9.068192
0.0,3,9.075724
0.0,2,9.08034
1.0,10,9.162087
0.0,5,9.173207
0.0,5,9.184567
0.0,3,9.191006
0.0,5,9.261396
0.0,2,9.265592
0.0,6,9.278645
1.0,6,9.292259
0.0,2,9.360321
0.0,4,9.36956
0.0,4,9.378396
0.0,2,9.382553
0.0,2,9.387049
0.0,3,9.393735
0.0,3,9.460808
0.0,3,9.467085
1.0,7,9.48273
0.0,3,9.489232
0.0,3,9.55655
1.0,6,9.569572
0.0,3,9.576128
0.0,2,9.580687
0.0,6,9.65474
0.0,7,9.669631
0.0,3,9.676264
0.0,3,9.682911
0.0,3,9.748658
1.0,6,9.761548
0.0,2,9.766227
0.0,3,9.772635
1.0,7,9.847993
1.0,6,9.861133
1.0,6,9.873708
0.0,4,9.941329
0.0,3,9.948131
1.0,8,9.965424
0.0,3,9.972012
0.0,3,10.037374
0.0,3,10.043955
0.0,6,10.057114
0.0,3,10.063993
0.0,3,10.070271
0.0,3,10.1354
1.0,6,10.148595
0.0,5,10.15941
0.0,5,10.229791
0.0,2,10.234138
0.0,4,10.243101
0.0,3,10.249712
1.0,7,10.264902
0.0,2,10.327731
0.0,2,10.332202
0.0,2,10.336659
0.0,3,10.343864
1.0,6,10.35758
0.0,3,10.42484
0.0,3,10.431599
0.0,2,10.436059
0.0,3,10.444826
0.0,2,10.449224
