# {"t_start": 1636398183.679958, "env_id": "FrozenLake-v1"} 
r,l,t
0.0,3,0.021083
0.0,13,0.033398
0.0,2,0.064622
0.0,18,0.10273
0.0,7,0.108695
0.0,2,0.110387
0.0,4,0.113789
0.0,6,0.143177
0.0,4,0.146697
0.0,9,0.179293
0.0,3,0.18178
0.0,10,0.190382
0.0,2,0.192037
0.0,7,0.222048
0.0,9,0.229116
0.0,10,0.261423
0.0,5,0.265528
0.0,7,0.295895
0.0,7,0.30133
0.0,4,0.30443
0.0,25,0.373878
0.0,4,0.37716
0.0,7,0.383307
0.0,11,0.417417
0.0,2,0.419093
0.0,12,0.453449
0.0,17,0.491247
0.0,12,0.525432
0.0,11,0.53512
0.0,2,0.536833
0.0,2,0.538549
0.0,8,0.569895
0.0,4,0.57309
0.0,8,0.604322
0.0,8,0.610434
0.0,6,0.615576
0.0,3,0.642239
0.0,11,0.651212
0.0,5,0.679918
0.0,8,0.687114
0.0,4,0.690624
0.0,10,0.723409
0.0,10,0.731992
0.0,2,0.758432
0.0,27,0.806005
0.0,3,0.808472
0.0,4,0.836396
0.0,4,0.839545
0.0,2,0.841113
0.0,13,0.876793
0.0,2,0.878345
0.0,4,0.881928
0.0,2,0.883744
0.0,5,0.888168
0.0,18,0.951735
0.0,5,0.955745
0.0,6,0.960946
0.0,4,0.964306
0.0,11,0.997288
0.0,10,1.029651
0.0,2,1.031275
0.0,9,1.038704
0.0,9,1.070347
0.0,20,1.111541
0.0,18,1.150656
0.0,2,1.152201
0.0,15,1.188686
0.0,10,1.221819
0.0,5,1.226332
0.0,6,1.231588
0.0,16,1.268931
0.0,3,1.271506
0.0,7,1.302009
0.0,4,1.305154
0.0,7,1.311122
0.0,3,1.338368
0.0,7,1.343836
0.0,6,1.348951
1.0,16,1.387327
0.0,7,1.41725
0.0,11,1.426743
0.0,4,1.45423
0.0,12,1.463617
0.0,2,1.465225
0.0,2,1.491196
0.0,8,1.497976
0.0,6,1.502929
0.0,10,1.535419
0.0,13,1.570941
0.0,4,1.57407
0.0,2,1.575725
0.0,13,1.610547
0.0,5,1.61452
0.0,23,1.682343
0.0,2,1.683962
0.0,6,1.68891
0.0,2,1.690584
0.0,9,1.722501
0.0,3,1.724993
0.0,18,1.764752
0.0,4,1.768212
0.0,9,1.800495
0.0,2,1.802293
0.0,6,1.807282
0.0,5,1.81166
0.0,3,1.838382
0.0,6,1.843109
0.0,4,1.846272
0.0,5,1.850385
0.0,2,1.876658
0.0,5,1.880669
0.0,11,1.914962
0.0,17,1.954875
0.0,8,1.961344
0.0,6,1.966049
0.0,3,1.992719
0.0,3,1.995143
0.0,6,2.000316
0.0,11,2.033917
0.0,10,2.041797
0.0,5,2.070728
0.0,4,2.074252
0.0,4,2.077931
0.0,4,2.081657
0.0,2,2.083361
0.0,4,2.11161
0.0,5,2.115561
0.0,10,2.148476
0.0,5,2.152481
0.0,13,2.188891
0.0,4,2.1922
0.0,7,2.19823
0.0,13,2.233674
0.0,6,2.239215
